Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	task	duration
1460667508262556.0	(-37.4810622977, -41.9430660769, 780.394100402)	(0.651403622142, 0.691320618775, 1.10131368001)	(2.61310823645, 256.893200562, 90.590214623)	(0.505085847093, 0.178812055966)	3.09	0	(22.4117737156, -40.1199214749, 781.286065902)	(0.481993279301, 0.68128809884, 1.10428690592)	(21.6115262071, 211.130278283, 72.0363897138)	(0.542062137421, 0.34912438302)	3.37	0		
1460667508270912.0	(-37.4284921087, -41.8733040557, 779.378085508)	(0.651351294878, 0.691241397474, 1.09792704264)	(12.0980748592, 249.616423177, 87.6399647969)	(0.523546272595, 0.205893475336)	3.12	0	(22.4115530828, -40.1038725455, 781.057593416)	(0.481976767777, 0.68126604487, 1.10352539062)	(17.6228287134, 186.836948051, 62.1870581342)	(0.534299004892, 0.439534990506)	3.56	0		
1460667508279180.0	(-37.4744537733, -41.8566240927, 779.378091851)	(0.651481218855, 0.691162147307, 1.09792704264)	(-0.135504783529, 212.324965401, 72.520755976)	(0.499736269398, 0.344678208408)	3.56	0	(22.4294464234, -40.1099957606, 781.004349722)	(0.481922298876, 0.681307752638, 1.10334777832)	(8.22447284178, 184.403153859, 61.2003162688)	(0.516007148388, 0.448592654041)	3.55	0		
1460667508287515.0	(-37.404685743, -41.8535085461, 779.253028953)	(0.651295577021, 0.691177487096, 1.09751017253)	(15.8049864483, 254.998085541, 89.8218713766)	(0.530760970121, 0.185864958908)	2.96	0	(22.4504756719, -40.1089142518, 781.078187471)	(0.481868310769, 0.681284528162, 1.10359395345)	(13.9950756112, 183.952833355, 61.0177412197)	(0.527238372151, 0.450268577018)	3.59	0		
1460667508295875.0	(-37.3964091359, -41.8438095975, 779.230050458)	(0.651274194325, 0.691136559728, 1.09743347168)	(16.3558840798, 248.815062692, 87.3150663553)	(0.531833172596, 0.20887583665)	3.02	0	(22.4613712921, -40.0938161332, 780.940755865)	(0.481827110282, 0.681245023045, 1.10313578288)	(19.3837502823, 194.805442334, 65.4177532113)	(0.537726255902, 0.409879261875)	3.48	0		
1460667508304225.0	(-37.3768777995, -41.7670058166, 779.23005491)	(0.651217733697, 0.690767356084, 1.09743347168)	(13.0864605141, 238.907895418, 83.2983681683)	(0.525469950397, 0.245746574552)	3.21	0	(22.4842169996, -40.0839333983, 780.781800612)	(0.48175056392, 0.681235391139, 1.10260599772)	(16.6483463086, 184.114114461, 61.0831299939)	(0.532402386743, 0.449668349606)	3.52	0		
1460667508312582.0	(-37.3529811107, -41.4950277066, 774.34471806)	(0.651616390673, 0.690691463649, 1.08114908854)	(2.50491376334, 227.628225078, 78.7252111648)	(0.504875270072, 0.28772525092)	3.24	0	(22.5162246174, -40.0671671541, 780.718436641)	(0.481655119205, 0.681169775627, 1.10239481608)	(13.1207027557, 172.803064584, 56.4972506727)	(0.525536595476, 0.491763808769)	3.63	0		
1460667508320853.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(10.8805794444, -31.1107470945, 603.267019369)	(0.505473338062, 0.680940677633, 0.510890096029)	(-158.483193144, 122.931351741, 36.277584141)	(0.191546918755, 0.677367503755)	2.56	0		
1460667508329190.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(25.9823278446, -32.8603262213, 637.227964431)	(0.457611080167, 0.680933171516, 0.624093221028)	(-141.505184983, 139.523780297, 43.0047116695)	(0.224590920624, 0.615616746195)	2.70	0		
1460667508337541.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508345894.0	(-36.0676842794, -38.3280174479, 715.479143437)	(0.653732030961, 0.690252572457, 0.884930419922)	(-146.129355269, 210.575709588, 71.8115489488)	(0.215590978456, 0.351188278421)	2.71	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508354179.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(11.414956597, -31.3581900471, 608.768756577)	(0.50398703674, 0.680761885493, 0.529229125976)	(-162.0483337, 124.418306233, 36.8804454077)	(0.184608147723, 0.67183362027)	2.62	0		
1460667508362493.0	(-35.7418971791, -34.3780224325, 640.262657978)	(0.66119464344, 0.690167177922, 0.634208780924)	(-129.585532377, 153.055867781, 48.4910741945)	(0.247789933093, 0.565255423219)	2.60	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508370847.0	(-36.1796829688, -41.6241494742, 778.817707642)	(0.647862613576, 0.690163031491, 1.09605895996)	(-141.169885406, 166.072281484, 53.7683652581)	(0.225243508356, 0.516813243454)	3.68	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508379214.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508387572.0	(-36.1372260402, -41.638466975, 779.423084367)	(0.647686594292, 0.69007893108, 1.09807698568)	(-145.010195305, 179.157890148, 59.0737102817)	(0.217769180022, 0.468113546157)	3.59	0	(14.8537556447, -33.6505608804, 655.189933359)	(0.495659041388, 0.680551395646, 0.683966471354)	(-152.170404798, 149.634036277, 47.1037488351)	(0.203833388872, 0.577990188772)	2.72	0		
1460667508395832.0	(-36.0609246206, -41.6024917676, 778.649525611)	(0.647541272215, 0.690099066019, 1.09549845378)	(-138.864677835, 195.567577123, 65.7267482387)	(0.229730093743, 0.407042883802)	3.45	0	(12.1289690353, -31.7338825407, 616.425047114)	(0.502052194846, 0.680707626101, 0.55475016276)	(-156.299945152, 128.981553625, 38.730539084)	(0.195796136333, 0.654850935524)	2.66	0		
1460667508404175.0	(-35.5729887368, -34.2321056512, 637.886759261)	(0.660927752818, 0.690037310148, 0.62628926595)	(-144.594521621, 142.105313318, 44.0513518157)	(0.218578198479, 0.606009254491)	2.75	0	(24.4160196765, -40.9474828895, 800.627385028)	(0.477852081187, 0.680596748423, 1.16875793457)	(1.50666600496, 180.602880112, 59.6595577202)	(0.50293239783, 0.462735838808)	3.71	0		
1460667508412528.0	(-34.1027628525, -40.0871687488, 747.671127427)	(0.644739150058, 0.690586628257, 0.992237141927)	(8.02296927211, 243.220180112, 85.0467131424)	(0.515614965496, 0.22969787826)	2.95	0	(22.9028268958, -40.024955549, 779.890856483)	(0.480498552908, 0.681158955603, 1.09963623047)	(23.3362899694, 214.089155774, 73.2360179754)	(0.545419015121, 0.338112557597)	3.37	0		
1460667508420881.0	(-36.9469240711, -41.7368313088, 779.655745731)	(0.649959129171, 0.690507443007, 1.09885253906)	(15.4352645811, 230.018626985, 79.6943603414)	(0.530041386884, 0.278829077094)	3.18	0	(22.97028901, -40.0743567971, 780.627321125)	(0.48036406672, 0.681217848781, 1.10209106445)	(24.188609851, 200.840903548, 67.8647317919)	(0.547077870477, 0.387417552856)	3.44	0		
1460667508429241.0	(-36.9123222411, -41.753489767, 779.449847098)	(0.649880860999, 0.690638595855, 1.09816609701)	(9.2799623738, 227.547404802, 78.6924439118)	(0.518061429299, 0.288026033488)	3.24	0	(22.993336454, -40.1018249642, 780.854290008)	(0.480316425741, 0.681294499347, 1.10284769694)	(17.3305969734, 194.842351618, 65.4327174742)	(0.533730239341, 0.409741899447)	3.45	0		
1460667508437507.0	(-36.824046599, -40.0799695053, 747.832067764)	(0.652683560136, 0.690559830611, 0.99277364095)	(0.261899892643, 229.679084328, 79.5566983501)	(0.500509731204, 0.280092726729)	2.89	0	(23.0224392667, -40.1478969604, 781.18900423)	(0.48026008663, 0.681434149172, 1.1039634196)	(19.5370698438, 204.789150737, 69.4654837413)	(0.538024659096, 0.372723666777)	3.38	0		
1460667508445837.0	(-36.8177675672, -40.244664564, 750.9766113)	(0.652352683251, 0.690558997589, 1.00325541178)	(4.73825162872, 222.697906179, 76.7262943774)	(0.5092219767, 0.306074037292)	3.15	0	(23.0829024442, -40.1807760743, 781.189005302)	(0.480089553815, 0.681590268248, 1.1039634196)	(13.4091255809, 201.515146914, 68.1380926863)	(0.526097947802, 0.384908273487)	3.40	0		
1460667508454197.0	(-36.8162729147, -40.2238266314, 749.781003878)	(0.652467540378, 0.69076758842, 0.999270019531)	(10.291566967, 217.682866968, 74.6930291311)	(0.520030297717, 0.324738120699)	3.15	0	(23.0780828119, -40.2061483152, 781.189005302)	(0.480103483331, 0.681711665047, 1.1039634196)	(16.1453063682, 197.164409039, 66.3741575017)	(0.53142332886, 0.401100078009)	3.49	0		
1460667508462550.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(23.013489473, -40.2214288915, 781.005751124)	(0.480272366575, 0.681829865207, 1.10335245768)	(25.9826687639, 199.732196224, 67.4152246246)	(0.550569616123, 0.391543743119)	3.56	0		
1460667508470830.0	(-36.8066037223, -40.1551158306, 747.834730459)	(0.652633424025, 0.690934477288, 0.992782389323)	(2.85272489686, 233.098134825, 80.9428961961)	(0.50555220883, 0.267368311033)	3.00	0	(23.0098879357, -40.2568268395, 781.040089206)	(0.480285580285, 0.68199096433, 1.10346700033)	(26.2269356433, 210.996997535, 71.9823532248)	(0.5510450285, 0.349620403664)	3.46	0		
1460667508479156.0	(-36.8060928985, -40.074112298, 745.147257688)	(0.652901460746, 0.691236168746, 0.98382425944)	(5.30757597208, 228.552255186, 79.0998439894)	(0.510330042764, 0.284286359561)	3.11	0	(23.5413493033, -38.5267796729, 746.83245488)	(0.476020502131, 0.681924003412, 0.98944152832)	(4.9197960221, 143.986910497, 44.8142144756)	(0.509575313394, 0.599006659853)	3.65	0		
1460667508487508.0	(-36.8520045723, -40.5870893209, 755.371336291)	(0.652020379259, 0.691114347976, 1.01790445964)	(11.5615576797, 224.577533085, 77.4883582223)	(0.522502058544, 0.299078775268)	3.21	0	(23.4790592119, -38.7015494425, 750.061001571)	(0.47647149074, 0.681987921582, 1.00020324707)	(11.0017229822, 146.868144416, 45.9823634263)	(0.521412462013, 0.588283794508)	3.65	0		
1460667508495866.0	(-36.8520026577, -40.6123339818, 754.790546358)	(0.652078326221, 0.691390667079, 1.01596842448)	(12.0980040578, 227.190935065, 78.5479191141)	(0.523546134795, 0.289352679327)	3.20	0	(22.9562652823, -40.2656616128, 780.791870967)	(0.480418499791, 0.682093842416, 1.10263956706)	(22.6435093946, 190.428793856, 63.6433129984)	(0.544070668343, 0.426167495884)	3.64	0		
1460667508504222.0	(-35.5282114198, -33.9390438964, 628.308762052)	(0.661965825937, 0.691266294063, 0.594362589518)	(-132.159954555, 148.026858599, 46.4521450529)	(0.242779380002, 0.583971497586)	2.65	0	(36.042260392, -49.031028069, 956.763869821)	(0.460383032559, 0.681582670921, 1.68921284993)	(23.2074139377, 321.843984703, 116.923442849)	(0.545168185943, -0.0629102519658)	4.26	0		
1460667508512492.0	(-35.5535728318, -34.2124420231, 633.195053133)	(0.661443847936, 0.691363221816, 0.610650227864)	(-133.867406613, 133.498586187, 40.5618957172)	(0.239456195771, 0.638040244931)	2.87	0	(23.9049357433, -40.1815917431, 779.763407957)	(0.477653790444, 0.681921752055, 1.09921142578)	(-140.830301067, 202.364037977, 68.4822616196)	(0.225904435448, 0.3817490213)	3.52	0		
1460667508520823.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(23.7767624851, -40.7848246404, 791.722453862)	(0.47894845562, 0.681936394167, 1.13907491048)	(-71.1611986473, 201.454797266, 68.1136249132)	(0.361500197261, 0.385132872102)	3.69	0		
1460667508529184.0	(-35.5918703909, -34.5411913177, 639.287922031)	(0.660823116724, 0.691411368387, 0.630959676107)	(-133.840230886, 122.150561596, 35.9610256057)	(0.239509087415, 0.680273310026)	3.10	0	(23.8061500188, -40.1302886206, 778.770581363)	(0.477854992785, 0.681916618741, 1.09590189616)	(-132.866896077, 208.178791427, 70.839757864)	(0.241403472018, 0.360108703286)	3.58	0		
1460667508537534.0	(-35.6172490032, -34.8142568403, 644.533087589)	(0.660270750082, 0.691394467381, 0.648443603515)	(-141.800940495, 112.081815468, 31.8788179275)	(0.224015296817, 0.717745383444)	3.25	0	(23.7953023887, -40.1512601854, 779.283591604)	(0.477926213344, 0.681893845503, 1.09761189779)	(-131.891816428, 203.142600116, 68.7979168465)	(0.243301252573, 0.378851506825)	3.59	0		
1460667508545817.0	(-35.8452451263, -37.8135529132, 701.781822068)	(0.654502205311, 0.691324863385, 0.839272664388)	(-136.73767842, 152.197194578, 48.1429392532)	(0.233869835695, 0.568451080841)	3.46	0	(23.8062004976, -40.1855970868, 779.283601326)	(0.477895758181, 0.682058207765, 1.09761210124)	(-128.369332889, 198.747332911, 67.0159279765)	(0.250157000994, 0.39520903271)	3.59	0		
1460667508554141.0	(-35.8647160529, -37.8659125341, 702.897585547)	(0.654442922716, 0.691291528565, 0.842991943359)	(-138.69284051, 120.205012894, 35.1722348519)	(0.230064537739, 0.687513908097)	3.59	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508562492.0	(-35.8498569415, -37.5118752994, 696.248615651)	(0.655110298966, 0.691268498351, 0.820828653971)	(-140.785483983, 149.226316037, 46.9384453632)	(0.225991662158, 0.579507569642)	3.44	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508570847.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508579206.0	(-35.7054084209, -34.0017473129, 629.48978156)	(0.662409429955, 0.691273575528, 0.598299357096)	(-130.50574455, 103.118609975, 28.2448335345)	(0.245998940151, 0.751103051822)	3.18	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508587488.0	(-35.7284678968, -34.1833782142, 633.02848142)	(0.662044779097, 0.691247608593, 0.610095011393)	(-131.022482146, 105.398740709, 29.1692750758)	(0.24499322276, 0.742617265689)	3.21	0	(31.6492645991, -46.2538016242, 902.871475273)	(0.466819417719, 0.681340532264, 1.5095715332)	(27.9610388706, 261.969013351, 92.6481195178)	(0.554420083438, 0.159921796238)	4.51	0		
1460667508595825.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1460667508604170.0	(-7.06135938375, -39.8278878079, 756.508893744)	(0.56554217176, 0.686517317744, 1.02169637044)	(82.7188816992, 178.840147498, 58.9448867452)	(0.660994320162, 0.469296064391)	3.69	3	(22.6199514675, -40.1623750109, 780.320893496)	(0.481333140697, 0.681718817282, 1.10106974284)	(16.6919139763, 182.187805024, 60.3021394837)	(0.532487181737, 0.456837346395)	3.79	1		
1460667508612520.0	(-37.1787820465, -40.0922407852, 744.9760465)	(0.654012345613, 0.691379391717, 0.983253580729)	(15.7767666307, 224.797125722, 77.5773884488)	(0.530706046381, 0.298261534341)	3.30	0	(22.5808502331, -40.1527108382, 780.546273818)	(0.481460504656, 0.681619168516, 1.10182088216)	(25.7178444341, 188.429013919, 62.8325350811)	(0.550054193138, 0.433609922148)	3.77	0		
1460667508620878.0	(-37.1971308596, -40.1830198329, 746.210006517)	(0.653941536096, 0.691509149663, 0.987366739909)	(5.74682179164, 225.341543191, 77.7981135661)	(0.51118493926, 0.296235417972)	3.33	0	(20.3288816781, -38.5651126158, 749.528358899)	(0.485623440071, 0.681500231362, 0.998427937825)	(8.71118509988, 168.013972238, 54.5555918705)	(0.516954427987, 0.509587003208)	3.68	0		
