Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1460501672388837.0	(-2.06743522967, 54.0664729334, 700.46163321)	(0.549430321894, 0.202005467043, 0.834872029622)	(4.83530348175, 192.899812009, 64.6451467072)	(0.509410867033, 0.416971298814)	4.52	0	(60.6466760815, 53.6244929936, 699.240102159)	(0.356566508756, 0.203711494998, 0.830800374349)	(-3.66841859595, 182.681210091, 60.502182461)	(0.492860220716, 0.455001078933)	4.37	0	1460501674395528	1460501674612597	lighttest
1460501672397121.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460501684613118	1460501684829235	
1460501672405382.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460501694828581	1460501695043270	
1460501672413719.0	(-1.73934518201, 54.6994360744, 708.356217645)	(0.548477348709, 0.201797354872, 0.861187337239)	(10.262264626, 195.914576023, 65.8674332413)	(0.51997326708, 0.405751484842)	4.54	0	(62.0120367179, 54.4741813466, 709.754447966)	(0.354668058789, 0.20337300657, 0.865848185221)	(6.65763530863, 196.110458585, 65.9468506074)	(0.51295763976, 0.405022483868)	4.37	0	1460501705050285	1460501705266885	
1460501672422073.0	(-2.11573539146, 54.1099892306, 700.440038566)	(0.549577888713, 0.201765327065, 0.834800211588)	(7.90403931422, 195.099281525, 65.5368854831)	(0.515383494189, 0.408785703295)	4.49	0	(60.6010311211, 53.6806297246, 699.20569288)	(0.356698785268, 0.203399291421, 0.830685628255)	(-2.36824521389, 184.939687494, 61.4178450153)	(0.495390725547, 0.446595878324)	4.36	0			
1460501672430428.0	(-2.12021691351, 54.1222246904, 700.477846039)	(0.549591736708, 0.201715359907, 0.834926147461)	(7.97669766649, 193.736790138, 64.9844857372)	(0.515524907875, 0.413856382071)	4.51	0	(61.0652185215, 54.70749721, 712.548236107)	(0.358140419235, 0.203248586334, 0.875160725911)	(0.771336897883, 192.029958761, 64.2924790003)	(0.501501239583, 0.420208564345)	4.44	0			
1460501672438706.0	(-2.12432131128, 54.127343067, 700.447753889)	(0.549604062971, 0.201676072622, 0.834825846354)	(5.75432381446, 198.336935995, 66.8495392903)	(0.511199540316, 0.396736375158)	4.46	0	(62.0824586257, 54.5603695141, 710.36276513)	(0.354585189808, 0.203159775487, 0.867875976562)	(0.28512702072, 192.921339269, 64.653874581)	(0.500554937759, 0.416891182476)	4.35	0			
1460501672447052.0	(-2.12832086555, 54.1320931994, 700.418505917)	(0.549616079046, 0.201639080125, 0.834728393555)	(4.33254035837, 194.178901369, 65.1637324715)	(0.508432347914, 0.412211010909)	4.47	0	(60.5887500212, 53.7072127653, 699.169260318)	(0.35672834337, 0.203243395923, 0.830564168294)	(-2.29588468483, 184.969551993, 61.4299530856)	(0.495531559586, 0.446484733931)	4.35	0			
1460501672455373.0	(-2.11685694136, 54.1377196383, 700.413372986)	(0.549580754979, 0.201607046523, 0.834711303711)	(9.10185390906, 194.200751491, 65.1725912447)	(0.517714779893, 0.412129692999)	4.48	0	(60.5726440484, 53.7329470378, 699.169260798)	(0.356777596922, 0.203106527034, 0.830564168294)	(-0.943715307301, 189.735276321, 63.362137709)	(0.498163263318, 0.428748506434)	4.29	0			
1460501672463746.0	(-2.10617765182, 54.142660498, 700.433971883)	(0.549548027543, 0.201588976852, 0.834779866536)	(7.62626063047, 197.071589702, 66.3365254266)	(0.51484285837, 0.401445516554)	4.46	0	(62.2095470212, 54.6324038345, 711.10931216)	(0.354360549103, 0.203075028783, 0.870364379883)	(2.2833678398, 193.565300175, 64.9149579498)	(0.504444079096, 0.414494602994)	4.38	0			
1460501672472103.0	(-2.09994942737, 54.1448093266, 700.397101422)	(0.549528613793, 0.201562745661, 0.834656982422)	(4.66952251054, 195.715899642, 65.7868831671)	(0.509088210414, 0.406490883357)	4.46	0	(60.6154013011, 53.7174521838, 699.117193242)	(0.356634939562, 0.203168112121, 0.830390625)	(-1.51220681333, 191.404439831, 64.0388726283)	(0.497056818191, 0.422536509746)	4.29	0			
1460501672480373.0	(-2.08788756633, 54.1328184391, 700.285028006)	(0.549490959154, 0.201581621411, 0.834283447266)	(5.91020277734, 193.645834152, 64.9476091275)	(0.511502924829, 0.414194885923)	4.48	0	(61.1977802415, 54.9595344149, 715.445733556)	(0.358351751911, 0.203065428693, 0.884819132487)	(-3.12585675523, 193.594789716, 64.9269139996)	(0.493916199386, 0.414384854052)	4.41	0			
