Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	task	duration
1461952207934386.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952207942667.0	(24.3540538222, 6.38916099362, 813.436542739)	(0.478444128417, 0.460107952521, 1.21145507812)	(142.258412251, 275.923917171, 98.3059059794)	(0.776875072501, 0.107986910415)	3.02	3	(24.3889906135, 6.38917409957, 813.436544811)	(0.478348528818, 0.460107530131, 1.21145507812)	(38.6454818923, 248.976366319, 87.3804642606)	(0.575215028985, 0.208275525422)	2.98	1		
1461952207950994.0	(24.7335247384, 6.43894598529, 818.623440111)	(0.477798571863, 0.460060051184, 1.22874471029)	(151.376868678, 288.141293974, 103.259240661)	(0.794622165585, 0.0625184444591)	2.95	3	(24.76825137, 6.43895903231, 818.623442136)	(0.477704023809, 0.460059633473, 1.22874471029)	(47.2483941937, 260.700999816, 92.1340242647)	(0.591958727508, 0.164640864102)	2.91	1		
1461952207959340.0	(22.2608132952, 6.17429664657, 783.301372321)	(0.482012307991, 0.460042509906, 1.11100463867)	(130.514409491, 262.126156699, 92.7118307063)	(0.754017924273, 0.159336967998)	2.89	3	(22.2734479493, 6.17431191191, 783.301324128)	(0.481976688551, 0.4600423004, 1.11100443522)	(33.8276863952, 236.386553483, 82.2761315089)	(0.565838237437, 0.255130057749)	2.85	1		
1461952207967702.0	(22.7707174581, 5.87004186803, 744.719811194)	(0.477554772805, 0.460061553018, 0.982399291992)	(127.749387817, 204.653044673, 69.4103017742)	(0.748636410699, 0.373230202183)	3.09	3	(22.7530045865, 5.87006207713, 744.719811273)	(0.477606708708, 0.460061648532, 0.982399291992)	(38.533896056, 179.627551535, 59.2641267741)	(0.574997851413, 0.466365643711)	3.06	1		
1461952207976058.0	(22.7881180226, 5.86244592537, 743.480558363)	(0.477402623681, 0.460051268479, 0.978268432617)	(137.459131154, 191.761058726, 64.1834578994)	(0.767534315209, 0.421209308799)	3.17	3	(22.7703756249, 5.86246617483, 743.480558442)	(0.477454713359, 0.460051364202, 0.978268432617)	(48.2631898979, 166.280430817, 53.8527559851)	(0.59393380673, 0.516038590187)	3.13	1		
1461952207984343.0	(23.2539272483, 6.44971588896, 819.754192271)	(0.48190769089, 0.460066166869, 1.23251403809)	(134.323215545, 270.166903099, 95.9718192172)	(0.761430937222, 0.129412344252)	3.23	3	(22.137284838, 6.11845525717, 781.76599177)	(0.48224806838, 0.460253721133, 1.10588663737)	(38.8743951986, 226.369015559, 78.2146853555)	(0.57566055897, 0.292411553557)	3.05	1		
1461952207992659.0	(22.1555539273, 6.16636720324, 781.764462257)	(0.482195801636, 0.46002454741, 1.10588155111)	(128.430659802, 268.442887878, 95.272845573)	(0.749962358508, 0.135828478309)	2.90	3	(22.1615608788, 6.16638296756, 781.764399046)	(0.482178837759, 0.4600244055, 1.10588134766)	(32.9104423319, 242.894654931, 84.9147343064)	(0.564053021277, 0.230909360139)	2.86	1		
1461952208001021.0	(22.1909444253, 6.15607623417, 781.21777529)	(0.482055563714, 0.460053079598, 1.10405924479)	(133.745189148, 245.542775303, 85.9883712001)	(0.760305934504, 0.221054055442)	3.04	3	(22.1232502059, 6.10127544087, 781.218209075)	(0.482247476192, 0.460315835861, 1.10406066895)	(48.4176653855, 227.263864107, 78.5774869959)	(0.594234459684, 0.289081264954)	3.01	1		
1461952208009373.0	(22.2546191369, 6.17073160985, 783.371836451)	(0.482035018015, 0.46006218247, 1.11123942057)	(124.026281254, 247.288369499, 86.6960936854)	(0.741390193177, 0.214557612582)	3.06	3	(22.2757635774, 6.13692405079, 783.372582443)	(0.48197587922, 0.460223191499, 1.11124186198)	(25.4385238093, 226.426054575, 78.2378108871)	(0.549510556265, 0.292199275867)	3.03	1		
1461952208017728.0	(22.2261807595, 6.19236381769, 783.472106706)	(0.482122317236, 0.459963054659, 1.11157368978)	(128.930027108, 248.305053942, 87.1082916875)	(0.750934268407, 0.210773896755)	3.03	3	(22.2884145769, 6.15506200553, 783.473775107)	(0.481947487884, 0.460140299198, 1.11157918294)	(24.4968290922, 227.657947274, 78.7372615407)	(0.547677752223, 0.287614636123)	3.00	1		
1461952208026000.0	(22.2253923081, 6.19571936415, 783.515319627)	(0.482127687638, 0.459948668222, 1.11171773275)	(138.582732658, 242.232692305, 84.6463524364)	(0.769721161265, 0.233372935227)	3.07	3	(22.284789071, 6.15766067698, 783.516919881)	(0.481960865498, 0.460129539373, 1.11172302246)	(34.5281639808, 221.220159673, 76.1271663372)	(0.567201564774, 0.311573652128)	3.04	1		
1461952208034330.0	(22.2430213456, 6.16793515541, 783.516920651)	(0.482078455518, 0.460081001615, 1.11172302246)	(127.582418124, 219.036237045, 75.2417307913)	(0.748311440491, 0.319701387999)	3.27	3	(22.2261858713, 6.1679543623, 783.516920714)	(0.482125902402, 0.460081089816, 1.11172302246)	(33.7150743812, 192.986147506, 64.6801500162)	(0.565619062634, 0.416649990672)	3.23	1		
1461952208042688.0	(22.3059722696, 6.18757245348, 783.485644287)	(0.481898491763, 0.459985549328, 1.11161885579)	(126.207706783, 235.114309358, 81.7603210328)	(0.745635863728, 0.25986487027)	3.12	3	(22.296078965, 6.14739644748, 783.485629299)	(0.481926855547, 0.460177201513, 1.11161885579)	(31.9979078186, 214.945281453, 73.5831200649)	(0.562276971231, 0.334926380898)	3.09	1		
1461952208051040.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208059312.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208067643.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208075997.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208084344.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208092712.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208100988.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208109334.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208117675.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208126024.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208134380.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208142653.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208150973.0	(23.6108215067, 6.24422003367, 802.306202018)	(0.479655483498, 0.460389546991, 1.1743540446)	(148.916731164, 281.599744698, 100.607076991)	(0.789834042749, 0.0868636222624)	2.97	1	(21.1003883357, 6.56962840848, 857.437300426)	(0.490154207315, 0.46083963788, 1.35812438965)	(60.1317617588, 287.334335991, 102.932072806)	(0.617033401632, 0.0655216375458)	3.12	3		
1461952208159342.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208167695.0	(23.5188243046, 6.2497904747, 801.287145313)	(0.479833811408, 0.460328086863, 1.1709572347)	(145.262117313, 281.824605625, 100.698243159)	(0.782721131399, 0.0860267747489)	2.98	1	(27.514939476, 6.67775122499, 857.436471169)	(0.473319993432, 0.460303753813, 1.35812154134)	(65.4881496136, 293.031267699, 105.241800161)	(0.627458446114, 0.0443198075941)	3.16	3		
1461952208175984.0	(23.1478418202, 6.21529628669, 796.180936423)	(0.480483064695, 0.460309747961, 1.15393636068)	(138.277350455, 258.234954034, 91.1342065221)	(0.769126801197, 0.173818555883)	3.21	1	(27.4490753068, 6.68251656987, 857.437070436)	(0.473492826358, 0.460283629307, 1.35812357585)	(68.9375242138, 270.030789282, 95.9166341063)	(0.63417190388, 0.129918908515)	3.42	3		
1461952208184303.0	(22.7677935386, 6.1780462065, 791.034312343)	(0.481161295466, 0.460302815594, 1.13678100586)	(141.301746333, 259.193710616, 91.5229186247)	(0.77501313027, 0.170250425695)	3.24	1	(27.3991126224, 6.68468895695, 857.437323157)	(0.473623932816, 0.460274652735, 1.35812438965)	(80.6881894447, 275.038416655, 97.9468943445)	(0.657042019161, 0.111282409174)	3.48	3		
1461952208192656.0	(22.2013166524, 6.12140250488, 783.294044172)	(0.482180116893, 0.460295118726, 1.11098022461)	(137.527032425, 276.436914427, 98.5138922878)	(0.767666470271, 0.10607772822)	3.07	1	(27.3650582362, 6.6873233197, 857.437323143)	(0.473713268537, 0.460263492951, 1.35812438965)	(82.6904316652, 302.117531411, 108.925676486)	(0.660938948356, 0.0105041629661)	3.34	3		
1461952208201014.0	(22.0348725094, 6.07324519542, 783.294015802)	(0.482649884658, 0.460526553103, 1.11098002116)	(121.944910376, 245.900961088, 86.1335917414)	(0.737339257252, 0.219721023119)	3.23	3	(21.2544030269, 6.45556776534, 833.781846864)	(0.48826135927, 0.460548215209, 1.27927286784)	(21.6997797597, 250.656296407, 88.0615643117)	(0.542233903775, 0.202023459595)	3.40	1		
1461952208209368.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208217637.0	(24.0652254287, 6.33750047828, 811.672053129)	(0.479103478926, 0.460285973094, 1.20557352702)	(152.241026959, 285.778729436, 102.301377688)	(0.796304061811, 0.0713110181021)	3.04	1	(25.641640961, 6.50624232723, 833.780284973)	(0.47648829468, 0.460276164644, 1.27926757812)	(59.7423411024, 273.092942627, 97.1581338661)	(0.616275478985, 0.118522729336)	3.09	3		
1461952208225948.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208234328.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208242679.0	(22.0575098708, 6.18581485044, 787.915354431)	(0.48292209387, 0.460159801258, 1.12638448079)	(130.464236927, 249.299230377, 87.5113641877)	(0.753920274284, 0.207073947239)	3.06	3	(21.8321891452, 6.1184947965, 779.13447669)	(0.482917005537, 0.460159625997, 1.09711486816)	(31.1186647397, 218.208403689, 74.9060993596)	(0.560565715725, 0.322782271345)	2.99	1		
1461952208250960.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208259282.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208267642.0	(22.2122352185, 6.22498443068, 787.915225972)	(0.482487467327, 0.459972426433, 1.12638407389)	(137.555039615, 265.900217777, 94.2419617589)	(0.767720980177, 0.145291336892)	3.02	3	(24.7083460166, 6.5008048279, 823.654081067)	(0.478243870561, 0.459956561258, 1.24551350911)	(57.2323042732, 262.479101077, 92.854926205)	(0.611390237978, 0.158023442216)	3.12	1		
1461952208275997.0	(22.1722582889, 6.22290015842, 787.915368186)	(0.482599675143, 0.459982739234, 1.12638448079)	(135.812451811, 271.751684375, 96.614342746)	(0.764329411855, 0.123514386396)	3.01	3	(23.7288417048, 6.39373095744, 810.057154873)	(0.479905494637, 0.459972640781, 1.20019042969)	(47.8966874407, 260.016854857, 91.8566489324)	(0.593220489375, 0.16718699346)	3.07	1		
1461952208284350.0	(21.8603847847, 6.22484183717, 787.915354386)	(0.483474746642, 0.459976847434, 1.12638448079)	(125.803141929, 246.623235404, 86.4264259952)	(0.744848466191, 0.217032990681)	3.11	3	(21.7067894831, 6.1084661775, 781.814305594)	(0.483467082064, 0.460307831776, 1.10604777018)	(27.3139761367, 227.03799721, 78.4859129739)	(0.553160716498, 0.289921856307)	3.05	1		
1461952208292633.0	(21.8709947841, 6.24154915732, 787.913896444)	(0.483444669432, 0.45989746155, 1.12637959798)	(120.757161931, 208.473955833, 70.9594274224)	(0.73502756312, 0.359010212756)	3.39	3	(21.7305616194, 6.13578453326, 781.887774023)	(0.483404978041, 0.460179768252, 1.10629252116)	(20.1573221921, 187.862039922, 62.60266479)	(0.53923184545, 0.435719985405)	3.33	1		
1461952208300961.0	(21.8271365921, 6.2487534398, 787.914086878)	(0.483567660156, 0.459863774367, 1.12638020833)	(114.696682652, 188.081693694, 62.691719803)	(0.723232157749, 0.434902516954)	3.64	3	(21.5565013133, 6.1782548565, 778.810876552)	(0.483673194008, 0.459863996343, 1.0960361735)	(20.1411528341, 157.795810448, 50.4128060668)	(0.53920037531, 0.547615145339)	3.56	1		
1461952208309316.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208317665.0	(21.9754601322, 6.23949762483, 787.914278433)	(0.483151599701, 0.45990609225, 1.12638102214)	(128.143284339, 263.27119578, 93.1760679878)	(0.749403044646, 0.155075564643)	3.10	3	(24.1083865292, 6.4743978728, 818.280107486)	(0.479474835061, 0.45989234478, 1.22760030111)	(41.4781152506, 256.562999888, 90.4563401854)	(0.580728134003, 0.180040938265)	3.19	1		
1461952208326020.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208334285.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208342609.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208350980.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208359336.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208367618.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208375941.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208384292.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208392649.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208401005.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208409277.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1461952208417622.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
