Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	task	soundtime	presstime	iti_mean	iti_range	trialvec
1459956491546997.0	(-60.4565476337, 46.1110344146, 716.821065282)	(0.725855272713, 0.250047950742, 0.889403483073)	(-76.6265915691, 134.74568233, 41.0675103575)	(0.350862998114, 0.633399023705)	4.25	0	(5.47388004358, 40.7908785695, 705.769282408)	(0.526623238252, 0.274216269714, 0.852564290364)	(-11.2264520397, 114.863575645, 33.0066368842)	(0.478150151733, 0.707392721826)	4.30	0		1459956558357672	1459956558640260			0.0
1459956491555357.0	(-60.4243755977, 46.0863756087, 716.341689518)	(0.725845900972, 0.250019774121, 0.887805582682)	(-74.6374942825, 137.282664446, 42.0960880714)	(0.354734343553, 0.623957333657)	4.30	0	(5.50016235252, 40.7911416413, 705.774932295)	(0.52654314406, 0.274216428729, 0.852583007812)	(-13.3048110795, 117.648537617, 34.1357539559)	(0.474105077696, 0.697028144337)	4.32	0		1459956563460064	1459956563688541			0.0
1459956491563633.0	(-60.3951084863, 46.0655482944, 715.91344432)	(0.725835909617, 0.249988297164, 0.886378173828)	(-76.4362764461, 136.225228356, 41.6673679833)	(0.351233405126, 0.627892711738)	4.32	0	(5.50288865174, 40.7762852347, 705.774936)	(0.526535022355, 0.27429488678, 0.852583211263)	(-13.0437569792, 119.00501522, 34.6857155119)	(0.47461316275, 0.691979846595)	4.31	0		1459956565175301	1459956565534194			0.0
1459956491571969.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(5.53154274297, 40.7751452563, 705.753773162)	(0.526446849385, 0.274294470596, 0.852512613932)	(-11.91562183, 115.80148275, 33.3868959091)	(0.476808832561, 0.703902185523)	4.31	0		1459956567529203	1459956567856581			1.0
1459956491580309.0	(-60.3688787862, 46.0657074091, 716.044415657)	(0.725732819963, 0.250030201989, 0.886814778646)	(-67.6506642027, 131.606450734, 39.7947604875)	(0.368332689368, 0.645082059046)	4.23	0	(5.5470728526, 40.7680792944, 705.746627211)	(0.526399286195, 0.27432959073, 0.852488810221)	(-10.3620899334, 117.081088346, 33.9056909727)	(0.47983244466, 0.699139976384)	4.30	0		1459956570762106	1459956571174330			0.0
1459956491588668.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(5.55754270066, 40.7570565064, 705.710621455)	(0.526366308801, 0.274377058432, 0.852368774414)	(-9.64252485803, 117.610788375, 34.1204491461)	(0.481232921646, 0.697168632769)	4.37	0		1459956576140962	1459956576438965			0.0
1459956491597022.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.96773385816, 41.559807614, 720.221977575)	(0.528586037402, 0.274452111593, 0.900739949544)	(-13.0455371007, 121.598111251, 35.7370436906)	(0.47460969813, 0.682329321731)	4.39	0		1459956580042781	1459956580430481			0.0
1459956491605296.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.98373283452, 41.5302951639, 719.868111478)	(0.528528000794, 0.274501794213, 0.899560343424)	(-7.94232027001, 125.109341375, 37.1606142515)	(0.484542000253, 0.669261848251)	4.40	0		1459956584954908	1459956585238578			0.0
1459956491613613.0	(-61.1951009698, 45.801848088, 712.796933663)	(0.728834947598, 0.250350276954, 0.875989786784)	(-82.1305539743, 142.619993618, 44.2600204865)	(0.340150731852, 0.604093808643)	4.38	0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		1459956587435135	1459956587801334			1.0
1459956491621983.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.97793770163, 41.5362221858, 720.334038439)	(0.528558942515, 0.274606830703, 0.9011134847)	(-17.7617007809, 118.086971307, 34.3135096919)	(0.46543071082, 0.695396459593)	4.43	0		1459956589967331	1459956590302835			0.0
1459956491630338.0	(-61.1560150288, 45.7735299046, 712.547259216)	(0.728763419269, 0.250416705916, 0.875157470703)	(-82.2402398816, 141.367042668, 43.7520321112)	(0.339937252079, 0.608756819247)	4.36	0	(4.96938374202, 41.5376335027, 720.57427264)	(0.528591637068, 0.274669477372, 0.90191426595)	(-11.1426810269, 124.846970269, 37.0542401977)	(0.478313193797, 0.670238294495)	4.37	0		1459956591862070	1459956592176837			0.0
1459956491638617.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		1459956594396296	1459956594719441			0.0
1459956491646932.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.96881202965, 41.5057162882, 720.303987245)	(0.528585919654, 0.274756093653, 0.901013387044)	(-8.169685611, 120.629113387, 35.3441794284)	(0.484099483046, 0.685935566106)	4.40	0		1459956597906057	1459956598231579			1.0
1459956491655289.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.97941188091, 41.480169252, 719.971924034)	(0.528544710167, 0.274791744152, 0.89990641276)	(-12.9947017061, 125.383742518, 37.2718656861)	(0.474708638174, 0.66824063075)	4.36	0		1459956600554686	1459956600862873			0.0
1459956491663651.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.97395680773, 41.479101893, 720.047243476)	(0.528563328723, 0.27481921541, 0.900157470703)	(-10.0583750194, 116.542709918, 33.6874142852)	(0.480423559713, 0.701143617723)	4.41	0		1459956601959044	1459956602270807			0.0
1459956491672008.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.98736939346, 41.4464680907, 719.525031236)	(0.528508176485, 0.274836278869, 0.898416748047)	(-16.118067222, 115.052185581, 33.0831056837)	(0.468629686216, 0.706690786821)	4.36	0		1459956605561997	1459956605863622			0.0
1459956491680277.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.9681125823, 41.4531544847, 719.725224924)	(0.528571872303, 0.274859986388, 0.899084065755)	(-15.2545004613, 119.052824207, 34.70509888)	(0.470310431177, 0.691801919588)	4.43	0						
1459956491688606.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.97103852255, 41.4370115318, 719.474996805)	(0.528555988578, 0.274870816728, 0.89824991862)	(-15.6049804578, 117.276064507, 33.9847408538)	(0.469628298058, 0.698414348689)	4.38	0						
1459956491696968.0	(-60.3737871533, 45.9836915134, 716.229232042)	(0.725715385913, 0.250518679942, 0.887430826823)	(-77.1107562815, 130.631208645, 39.3993646068)	(0.349920676758, 0.648711542071)	4.30	0	(5.54298743513, 40.6508723999, 705.488835696)	(0.526405142108, 0.274872256674, 0.851629435221)	(-9.81982952459, 121.621342839, 35.7464625565)	(0.480887836659, 0.682242862526)	4.30	0						
1459956491705320.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.97928831673, 41.401279268, 718.975974529)	(0.528517064319, 0.274910783224, 0.896586507161)	(-11.0052328789, 124.177520962, 36.7828229758)	(0.478580706736, 0.672729732185)	4.39	0						
1459956491713676.0	(-60.3710836013, 45.9560338216, 715.818177877)	(0.725782565467, 0.250528879595, 0.886060587565)	(-79.2261313666, 130.744230146, 39.4451873173)	(0.345803559037, 0.648290918696)	4.30	0	(5.52594897811, 40.6503842883, 705.502795893)	(0.526457648222, 0.274879063757, 0.851676025391)	(-16.2666920606, 115.76735341, 33.3730587291)	(0.468340420279, 0.704029202046)	4.33	0						
1459956491721946.0	(-60.458111116, 46.0884388114, 718.041886672)	(0.725638338725, 0.250563767724, 0.89347290039)	(-75.0636704581, 133.194616681, 40.4386562756)	(0.353904884278, 0.639171504722)	4.30	0	(4.92000214237, 41.440257573, 719.766356678)	(0.528717985473, 0.274939026081, 0.899221191406)	(-9.14463553777, 127.350554142, 38.0692771425)	(0.482201954967, 0.660920900106)	4.38	0						
1459956491730324.0	(-60.4523922009, 46.0528341537, 717.604626183)	(0.72570116153, 0.250606817532, 0.892015380859)	(-80.2091205712, 137.255169253, 42.0849405969)	(0.343890384252, 0.624059660392)	4.32	0	(5.49825871518, 40.6409920311, 705.521626776)	(0.526542971626, 0.274934417001, 0.851738688151)	(-11.2515164372, 114.338879471, 32.7939074416)	(0.478101369332, 0.709345442981)	4.34	0						
1459956491738633.0	(-60.4361985378, 46.0029120855, 716.918564013)	(0.725777960625, 0.250643456483, 0.889728597005)	(-78.0401001422, 129.18172865, 38.8116967591)	(0.348111910973, 0.654105959619)	4.32	0	(5.48950677693, 40.6364647156, 705.525917)	(0.526569907373, 0.27495965495, 0.851753133138)	(-13.3216224089, 113.17508419, 32.3220657674)	(0.474072358099, 0.713676649831)	4.32	0						
1459956491746993.0	(-60.4231510199, 45.9420506518, 716.463248994)	(0.725822520103, 0.250812472017, 0.88821085612)	(-77.5148213813, 135.59049901, 41.4100273992)	(0.349134251885, 0.630254934834)	4.38	0	(5.47646612957, 40.6102460668, 705.496534898)	(0.526609174996, 0.275089545753, 0.851655069987)	(-8.42846898675, 114.574675511, 32.8895070716)	(0.483595817464, 0.708467899104)	4.33	0						
1459956491755270.0	(-59.9728565929, 45.0518305177, 702.908633006)	(0.726963795426, 0.251042949977, 0.843028767903)	(-76.1487865066, 130.622669523, 39.3959025597)	(0.351792941793, 0.648743321464)	4.32	0	(5.44784717711, 40.5791131517, 705.496538453)	(0.526697037052, 0.275254197417, 0.851655069987)	(-15.7077307934, 106.631622606, 29.6691267835)	(0.469428316868, 0.738028944525)	4.31	0						
1459956491763596.0	(-59.9848299469, 45.0334785037, 702.910302708)	(0.727000481646, 0.25114109944, 0.843034261067)	(-80.80434437, 129.669550093, 39.0094759478)	(0.342731910529, 0.652290472298)	4.29	0	(4.76938246171, 41.4557455595, 721.448241739)	(0.529218784357, 0.275347808005, 0.904827473958)	(-14.5940836031, 110.960298077, 31.4241171288)	(0.471595789017, 0.721919247945)	4.45	0						
1459956491771944.0	(-59.9980997131, 45.022635349, 702.905738303)	(0.727042169649, 0.251197276819, 0.843019205729)	(-80.9168612355, 128.276704126, 38.4447694362)	(0.342512920912, 0.657474119366)	4.32	0	(4.71864259166, 41.5025800467, 722.384556777)	(0.529396950156, 0.275377095172, 0.907948608398)	(-16.6428304684, 113.55094051, 32.4744505366)	(0.467608348641, 0.712277854446)	4.47	0						
1459956491780306.0	(-60.0138660941, 45.0157715757, 702.931841171)	(0.727085726922, 0.251242475554, 0.843106079102)	(-79.382301928, 125.877491014, 37.4720479014)	(0.345499606991, 0.666403085172)	4.27	0	(4.78910412024, 41.3944324239, 720.489956066)	(0.529133075172, 0.275387183538, 0.901633097331)	(-16.3768014182, 111.725678326, 31.734427975)	(0.468126116352, 0.719070791491)	4.45	0						
1459956491788659.0	(-60.024669456, 45.0089150721, 702.905222129)	(0.727123897429, 0.25127014538, 0.843017374674)	(-81.2910715993, 132.745162118, 40.256432308)	(0.341784601792, 0.640844204993)	4.34	0	(4.76406765843, 41.4058755361, 720.772259227)	(0.529216213175, 0.2754099235, 0.90257425944)	(-15.1261283329, 112.335623842, 31.9817203624)	(0.470560279617, 0.716800804458)	4.45	0						
1459956491796923.0	(-60.0442596337, 44.9999308891, 702.945383978)	(0.727176583516, 0.251331284481, 0.843151245117)	(-78.9271396373, 133.473955824, 40.5519097412)	(0.346385481438, 0.638131909847)	4.37	0	(4.7523865027, 41.3827570544, 720.506063942)	(0.529244070106, 0.275452479209, 0.901686808268)	(-15.061412181, 113.287715211, 32.3677301642)	(0.470686235537, 0.713257479675)	4.46	0						
1459956491805261.0	(-60.061346624, 44.9884205024, 702.928104321)	(0.727232345283, 0.251386812678, 0.84309366862)	(-81.8655610913, 130.983791016, 39.5423133357)	(0.34066648289, 0.647399363542)	4.34	0	(4.78045946618, 41.3088607833, 719.261721668)	(0.529125167961, 0.27547419979, 0.8975390625)	(-13.7392248761, 113.470596958, 32.4418765635)	(0.473259585683, 0.712576862828)	4.48	0						
1459956491813619.0	(-60.0744148015, 44.9733390514, 702.905112458)	(0.727276924641, 0.251459416578, 0.843016967773)	(-81.0243715048, 126.168150666, 37.5898910813)	(0.342303675545, 0.665321359636)	4.32	0	(5.33725123358, 40.5347932338, 705.509519585)	(0.527035932409, 0.275492784724, 0.851698404948)	(-9.62628141681, 115.033185389, 33.0754023678)	(0.481264535973, 0.706761498367)	4.40	0						
1459956491821974.0	(-60.0926234655, 44.9628170225, 702.959805354)	(0.727322689395, 0.251533521837, 0.84319925944)	(-80.6401570483, 133.742786265, 40.6609026262)	(0.343051465457, 0.637131424397)	4.38	0	(4.70951992451, 41.3435088675, 720.196679902)	(0.529364713261, 0.275566234468, 0.900655517578)	(-15.9808142146, 112.522409301, 32.0574494577)	(0.468896819356, 0.716105659467)	4.46	0						
1459956491830330.0	(-60.1102431131, 44.9452151279, 702.93473544)	(0.727381643348, 0.251618855581, 0.843115844727)	(-79.5940352078, 134.362167335, 40.9120205042)	(0.345087514193, 0.63482632179)	4.36	0	(4.67729703233, 41.3471940988, 720.457695922)	(0.529468916988, 0.275622947763, 0.901525675456)	(-9.74328193443, 110.962120579, 31.4248560322)	(0.481036819902, 0.721912465281)	4.45	0						
1459956491838594.0	(-60.1298220688, 44.9211970358, 702.920041552)	(0.727444777747, 0.251741738313, 0.843066813151)	(-81.0667100316, 126.963206891, 37.9122335641)	(0.342221272807, 0.662362460399)	4.36	0	(5.27972428905, 40.4984848799, 705.478916461)	(0.527211228364, 0.275675881479, 0.851596476237)	(-10.9137785344, 106.594324134, 29.654004731)	(0.478758702736, 0.738167755361)	4.36	0						
1459956491846928.0	(-60.1499784612, 44.8954578906, 702.894351285)	(0.72751176565, 0.251870142524, 0.842981160482)	(-83.0403140426, 128.037263332, 38.3476921005)	(0.338380081661, 0.658365227644)	4.37	0	(5.25646781635, 40.4835621203, 705.470890304)	(0.527282236918, 0.275752482108, 0.851569620768)	(-13.1306095162, 108.760884618, 30.5324010802)	(0.474444123168, 0.730104634843)	4.39	0						
1459956491855290.0	(-60.1682611299, 44.8712524614, 702.878172545)	(0.727571214355, 0.251993537393, 0.842927246094)	(-81.8222126199, 129.853394522, 39.0840126506)	(0.340750851265, 0.651606272713)	4.36	0	(5.24035281672, 40.4637349636, 705.455729523)	(0.527331275016, 0.275852857118, 0.851519165039)	(-12.7375968465, 109.786627599, 30.9482717181)	(0.475209036889, 0.726287206553)	4.37	0						
1459956491863643.0	(-60.1823261726, 44.8442916095, 702.854599928)	(0.727619173119, 0.252129125701, 0.842848714193)	(-77.4039182508, 128.582016859, 38.5685534672)	(0.349350100719, 0.656337860591)	4.34	0	(5.21859965398, 40.4382231526, 705.455733069)	(0.527398087577, 0.275987781486, 0.851519165039)	(-14.6141345397, 101.062553655, 27.4112392823)	(0.471556764228, 0.758754917548)	4.41	0						
1459956491871924.0	(-60.2039404601, 44.8176576371, 702.844884289)	(0.727687667583, 0.252267589944, 0.84281636556)	(-84.6253007414, 129.323102644, 38.8690145218)	(0.335295249627, 0.653579818966)	4.40	0	(4.57404971561, 41.2515711489, 720.398774564)	(0.529778965132, 0.276101493123, 0.901329345703)	(-13.5493958772, 111.980293405, 31.8376574751)	(0.47362904656, 0.718123210253)	4.51	0						
1459956491880267.0	(-60.2246875476, 44.788932449, 702.825415991)	(0.727755366245, 0.252413954947, 0.842751464844)	(-78.1494890077, 129.542575776, 38.9579962972)	(0.347899009327, 0.652763022791)	4.37	0	(4.55467255647, 41.2258382309, 720.255710132)	(0.529833596014, 0.276193489475, 0.900852457682)	(-15.375828157, 107.956233132, 30.2061683567)	(0.470074293194, 0.733099244017)	4.46	0						
1459956491888602.0	(-60.2423553215, 44.7651746286, 702.798743848)	(0.727814894729, 0.252531533701, 0.842662556966)	(-77.5191935219, 130.159141214, 39.2079726231)	(0.349125742464, 0.650468398907)	4.35	0	(4.54534508754, 41.1921959302, 719.991507643)	(0.529854763543, 0.276291440355, 0.899971720377)	(-13.939701494, 110.634622021, 31.292077123)	(0.47286940153, 0.723131291325)	4.46	0						
1459956491896961.0	(-60.2520995865, 44.7417526767, 702.757544979)	(0.727852861771, 0.252642515621, 0.842525227864)	(-76.6371591213, 123.699837498, 36.589154064)	(0.350842430671, 0.674507489774)	4.34	0	(5.14228609896, 40.3698772757, 705.359333268)	(0.527629231885, 0.27632092266, 0.851197713216)	(-12.1425442394, 106.782030709, 29.7301072772)	(0.476367177424, 0.737469182327)	4.39	0						
1459956491905313.0	(-60.2654117953, 44.7253757123, 702.746775578)	(0.727895948351, 0.252726092307, 0.842489217122)	(-80.057809605, 123.216652548, 36.3932546653)	(0.344184878153, 0.676305721817)	4.30	0	(4.4737144839, 41.219507438, 720.895128087)	(0.530094709421, 0.276411278069, 0.902983805338)	(-13.9088414348, 105.499911147, 29.2102929675)	(0.472929463926, 0.742240747498)	4.48	0						
1459956491913586.0	(-60.2819780732, 44.7108698467, 702.733636907)	(0.727949417447, 0.252798957617, 0.84244547526)	(-76.5694964303, 122.894845232, 36.2627831768)	(0.350974121389, 0.677503367204)	4.32	0	(4.45736896211, 41.2073662061, 720.841784055)	(0.530142526495, 0.276458797446, 0.902805989583)	(-16.0869172703, 109.266301218, 30.7373139365)	(0.468690312825, 0.728223664985)	4.47	0						
1459956491921921.0	(-60.2969469705, 44.6990860386, 702.723256026)	(0.7279974301, 0.25285825433, 0.842410888672)	(-78.5956943106, 119.725854195, 34.9779678304)	(0.34703056771, 0.689297155953)	4.32	0	(5.08961969585, 40.3364152885, 705.262910273)	(0.527787680444, 0.276469638826, 0.850876464844)	(-11.9169009458, 107.49101208, 30.0175521251)	(0.47680634304, 0.734830621212)	4.40	0						
1459956491930273.0	(-60.3008286153, 44.6869805441, 702.666098715)	(0.728020236754, 0.252903819757, 0.842220255534)	(-77.9654871934, 125.600601194, 37.3597874731)	(0.348257128857, 0.667433564594)	4.32	0	(5.07641912756, 40.3280891966, 705.273258465)	(0.527828449254, 0.276516763746, 0.850910847982)	(-14.7888098466, 103.584285439, 28.4336339998)	(0.471216796717, 0.749369983479)	4.41	0						
1459956491938629.0	(-60.3044827856, 44.6787121574, 702.641034067)	(0.728036271664, 0.252939550295, 0.84213684082)	(-79.5503898306, 124.799649656, 37.0350548328)	(0.345172460431, 0.670414403958)	4.34	0	(5.06896523563, 40.3206524153, 705.241116035)	(0.527850352621, 0.276546645178, 0.850803629557)	(-16.0803659145, 110.10028108, 31.0754373684)	(0.468703063615, 0.725119906661)	4.45	0						
1459956491946899.0	(-60.3106278003, 44.6692304871, 702.622627334)	(0.728058714239, 0.252983936532, 0.842075398763)	(-76.4045209308, 126.52123991, 37.7330453137)	(0.351295210333, 0.664007294716)	4.34	0	(4.4132289484, 41.1653616377, 720.613663812)	(0.530269509781, 0.276610629973, 0.902045491536)	(-16.4103702087, 110.56377747, 31.2633543638)	(0.468060781999, 0.72339494801)	4.48	0						
