Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1461078302197353.0	(2.08602698168, 61.4344767744, 646.636680366)	(0.53536814391, 0.13633389577, 0.655455525716)	(-7.84502614217, 165.750549522, 53.6379243203)	(0.484731362121, 0.518010608405)	2.93	0	(62.2852451389, 62.4667356216, 647.986369364)	(0.339316204126, 0.131124790189, 0.659954630534)	(-1.9367480308, 167.271344894, 54.2545058161)	(0.496230541007, 0.512350781934)	2.77	0	1461078304199180	1461078305212850	darktest
1461078302205624.0	(2.08922691528, 61.4286047998, 646.630004958)	(0.53535763408, 0.136364125831, 0.655433349609)	(-9.15368924592, 165.959414989, 53.7226053921)	(0.482184333893, 0.517233289957)	2.93	0	(62.292550134, 62.4681161709, 648.018768316)	(0.33930050937, 0.131134271646, 0.66006266276)	(-0.186952929158, 167.526815111, 54.3580820178)	(0.499636136767, 0.511400018195)	2.75	0	1461078315213209	1461078316227873	
1461078302213949.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1461078326226852	1461078327242376	
1461078302222315.0	(1.82993893613, 60.9536447184, 641.613011739)	(0.536095646247, 0.136431963295, 0.638710123698)	(-9.76667644165, 165.268739061, 53.4425821858)	(0.480991287579, 0.519803725116)	2.90	0	(62.0363813116, 62.2806025997, 646.139670586)	(0.339667187387, 0.131199925994, 0.653798828125)	(-1.09074419731, 167.284877635, 54.2599924434)	(0.497877103547, 0.512300418181)	2.74	0			
1461078302230669.0	(2.1131604141, 61.4069508004, 646.617042786)	(0.53527957224, 0.136481796262, 0.655390218099)	(-8.58328082266, 166.7415674, 54.0397162357)	(0.483294509882, 0.514322413845)	2.92	0	(62.3229911032, 62.449477242, 648.061512851)	(0.339212283339, 0.131263952577, 0.660205078125)	(-0.590603252061, 168.607424216, 54.7961972239)	(0.498850519167, 0.507378398899)	2.75	0			
1461078302239024.0	(2.1176951896, 61.3996176879, 646.599619066)	(0.535264472131, 0.136514726666, 0.65533203125)	(-9.04012517834, 166.615052849, 53.9884229897)	(0.482405361661, 0.514793253261)	2.90	0	(62.3309630739, 62.4384239122, 648.089676787)	(0.33919350027, 0.131342358306, 0.660298868815)	(-1.25769781611, 168.809547288, 54.8781447024)	(0.497552164624, 0.506626173101)	2.73	0			
1461078302247283.0	(2.13374786919, 61.3973538739, 646.556654681)	(0.535211109521, 0.136504933695, 0.655188802083)	(-10.5557525061, 166.971114591, 54.1327823727)	(0.479455522565, 0.513468125825)	2.92	0	(62.340558498, 62.4147225782, 648.047380629)	(0.339151919716, 0.131455410003, 0.660157877604)	(-0.927041789512, 170.087224079, 55.3961577638)	(0.498195714695, 0.501871142245)	2.72	0			
1461078302255611.0	(2.14544407226, 61.3937671421, 646.564587234)	(0.535173194904, 0.136529777082, 0.655215250651)	(-9.88465600629, 167.158170569, 54.2086211454)	(0.480761666005, 0.512771974064)	2.92	0	(62.3517173501, 62.4054865576, 648.040441578)	(0.339113942265, 0.131504584361, 0.660134887695)	(-1.54363362728, 169.799892542, 55.2796639134)	(0.49699565273, 0.502940481794)	2.73	0			
1461078302263986.0	(2.15773637701, 61.3901561737, 646.565262097)	(0.535133162312, 0.136550905969, 0.655217488607)	(-11.2368887354, 164.055631141, 52.950747512)	(0.478129838973, 0.524318455003)	2.94	0	(62.3606871833, 62.3945834713, 648.018311927)	(0.339079304527, 0.131555164526, 0.660061035156)	(-1.7425152405, 171.294661345, 55.8856933641)	(0.496608572907, 0.497377516393)	2.73	0			
1461078302272334.0	(2.16476954275, 61.3874562581, 646.560495762)	(0.535110142824, 0.136563906041, 0.655201619466)	(-10.4787452398, 166.148870133, 53.7994168673)	(0.479605400467, 0.516528209406)	2.91	0	(62.3661079877, 62.3878952864, 648.010906886)	(0.339059868186, 0.131589500099, 0.660036417643)	(0.543784002761, 172.151279759, 56.2329952251)	(0.501058357343, 0.49418950592)	2.73	0			
