Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1459956081064168.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1459956083069814	1459956083287491	lighttest
1459956081072449.0	(3.77930016317, 61.4764016757, 713.706105709)	(0.531719746828, 0.168476925035, 0.879020385742)	(-29.4335196859, 113.415198688, 32.4194162453)	(0.442714052771, 0.712783034282)	5.51	3	(3.57036395654, 61.8910613928, 718.645453825)	(0.532470703964, 0.168477149475, 0.895484822591)	(-50.9901106295, 94.3657196417, 24.6961179671)	(0.400758834898, 0.783678006544)	5.62	1	1459956093287199	1459956093503088	
1459956081080736.0	(-62.670636512, 63.3134989527, 712.974910577)	(0.732971196921, 0.158610139358, 0.876583048502)	(-118.002122339, 107.156278921, 29.8818400656)	(0.270334522502, 0.736076371713)	5.45	0	(3.59177658495, 61.8508891857, 718.192911406)	(0.532395423754, 0.16848845341, 0.893976440429)	(-44.0628350567, 88.0068827919, 22.1180320482)	(0.414241270812, 0.807343197648)	5.61	0	1459956103502113	1459956103717545	
1459956081089066.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.57760116039, 61.8830147617, 718.580389745)	(0.532447393651, 0.168490555745, 0.895267944336)	(-45.0984063624, 90.8508430706, 23.2710690142)	(0.412225756399, 0.796759050723)	5.64	0	1459956113724576	1459956113940373	
1459956081097431.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.59310658263, 61.8594455471, 718.309418393)	(0.532394225269, 0.168494806718, 0.894364827474)	(-47.5258678349, 93.88129213, 24.4997147921)	(0.407501230372, 0.785480862933)	5.64	0			
1459956081105782.0	(-62.5480000703, 63.2405036337, 712.120084596)	(0.732763574234, 0.158604916814, 0.873733520508)	(-115.026037667, 105.378531347, 29.1610815219)	(0.276126824315, 0.74269247731)	5.40	0	(3.60915968616, 61.8392671315, 718.095819575)	(0.532340773466, 0.168506462656, 0.893652750651)	(-44.9914327142, 93.515200831, 24.3512890902)	(0.412433957349, 0.786843316595)	5.63	0			
1459956081114054.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.61188132454, 61.8466452304, 718.203371812)	(0.532335180219, 0.168515027634, 0.894011230469)	(-44.1487820339, 88.452225862, 22.2985890785)	(0.414073993706, 0.805685798802)	5.61	0			
1459956081122384.0	(-62.4595050148, 63.1866947696, 711.502788424)	(0.73261362003, 0.158606898944, 0.871676025391)	(-112.913279849, 101.652108555, 27.6502646295)	(0.280238848095, 0.756560816692)	5.39	0	(3.59991633467, 61.867469978, 718.495947367)	(0.53237828973, 0.168534425022, 0.894986572265)	(-42.8977029712, 88.5626240971, 22.343348229)	(0.416508947117, 0.805274938232)	5.60	0			
1459956081130739.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.58922870023, 61.8869297351, 718.731503155)	(0.532416115993, 0.168536054169, 0.895771687825)	(-47.6635672632, 92.2186399247, 23.8256197745)	(0.40723322837, 0.791668627001)	5.62	0			
1459956081139085.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.60584375937, 61.8624643316, 718.438372315)	(0.532359060556, 0.168535316407, 0.894794514974)	(-45.4003292202, 93.1579821569, 24.2064606482)	(0.411638129194, 0.788172749695)	5.63	0			
1459956081147452.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.61909438811, 61.8467420136, 718.238774943)	(0.532314341904, 0.168529947704, 0.894129231771)	(-43.8289830859, 92.4712431253, 23.9280335916)	(0.414696412834, 0.790728533214)	5.62	0			
1459956081155727.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.58899601992, 61.917151156, 719.053366338)	(0.532424469233, 0.168519421916, 0.896844482422)	(-51.0205251656, 87.0873599447, 21.7452266184)	(0.400699639615, 0.810765314683)	5.61	0			
1459956081164048.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.25673203341, 60.6225760392, 703.532577384)	(0.530003458045, 0.168475096468, 0.845108642578)	(-42.9233305609, 89.1757241315, 22.5919195642)	(0.416459068585, 0.802993211271)	5.53	0			
1459956081172410.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081180767.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.57127814491, 61.9439555421, 719.356495426)	(0.532485002501, 0.168512390364, 0.897855021159)	(-45.3101010335, 93.3414317841, 24.2808372853)	(0.411813738744, 0.787490019411)	5.66	0			
1459956081189046.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.25919483697, 60.6226725325, 703.503726574)	(0.529995108112, 0.168461748279, 0.845012410482)	(-43.8873657934, 90.3022760162, 23.0486615155)	(0.414582783586, 0.798800610286)	5.56	0			
1459956081197388.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.25701104407, 60.6237296104, 703.47333105)	(0.530000922805, 0.168442627702, 0.844911092122)	(-43.9386747273, 88.5960650887, 22.3569063296)	(0.414482921901, 0.805150483481)	5.52	0			
1459956081205723.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081214081.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081222438.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.25483470626, 60.6279401302, 703.473335685)	(0.530007525704, 0.168420320954, 0.844911092122)	(-50.0112957728, 72.3033210726, 15.7512809738)	(0.402663885222, 0.865785928274)	5.33	0			
1459956081230708.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.2466186764, 60.6417457329, 703.467127345)	(0.530032306894, 0.16834441252, 0.844890340169)	(-43.0560882797, 84.8584492805, 20.8415514128)	(0.416200684547, 0.819060479045)	5.49	0			
1459956081239022.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081247395.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081255746.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(5.12520351558, 62.0084272058, 719.539000765)	(0.527814267096, 0.168255612313, 0.898463338216)	(-39.3266704672, 92.5787497012, 23.9716203664)	(0.423459185544, 0.790328434309)	5.64	0			
1459956081264033.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081272353.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.53841123967, 62.0380669321, 719.912593568)	(0.532596427702, 0.168266671957, 0.899708658854)	(-48.459215596, 78.2929113394, 18.1796619327)	(0.405684671864, 0.843494933609)	5.57	0			
1459956081280702.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1459956081289065.0	(4.79832813791, 61.4968894824, 713.154984226)	(0.528618713407, 0.168126565843, 0.877183227539)	(-12.450328259, 114.787479562, 32.9757849774)	(0.475768142742, 0.707675922733)	5.56	1	(5.16583931998, 62.0647713773, 719.912594689)	(0.527702502014, 0.168126244818, 0.899708658854)	(-40.1489202713, 96.2016902001, 25.4404820633)	(0.421858855058, 0.77684521697)	5.68	3			
