Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1460501620084673.0	(-4.54068160474, 53.4921954222, 704.470414592)	(0.557029145379, 0.206646981571, 0.848234659831)	(1.96068835413, 181.186649065, 59.8962372504)	(0.503816053628, 0.460563271063)	2.81	0	(58.2793611508, 53.400936572, 704.045188587)	(0.364851177108, 0.206796728249, 0.846817220052)	(-28.4345661621, 179.636981239, 59.2679498927)	(0.444658298633, 0.46633054991)	2.65	0	1460501622085449	1460501623099681	darktest
1460501620092921.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460501633098752	1460501634114750	
1460501620101167.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(58.7473288595, 54.4043348601, 717.524816147)	(0.366185452189, 0.206759856786, 0.891749471029)	(-29.068349114, 184.597168382, 61.2789762691)	(0.443424777902, 0.447870605204)	2.68	0	1460501644114415	1460501645128440	
1460501620109515.0	(-4.49971650351, 53.5056880042, 704.482191603)	(0.556903676667, 0.206580064787, 0.848273925781)	(1.51088736715, 178.020628921, 58.6126264037)	(0.502940613793, 0.47234600327)	2.83	0	(58.315368159, 53.3881669066, 704.012962035)	(0.364734473939, 0.206851528813, 0.846709798177)	(-24.6545673235, 176.852663344, 58.1390939514)	(0.452015244602, 0.476692730389)	2.65	0			
1460501620117883.0	(-4.49471614897, 53.4963856857, 704.386962867)	(0.556888625289, 0.206591994385, 0.847956542969)	(0.980760746937, 179.952470164, 59.3958596935)	(0.501908837577, 0.465156419189)	2.82	0	(58.2918276253, 53.403272918, 704.012971664)	(0.364806328432, 0.206771760232, 0.846710001628)	(-24.632703919, 179.383548692, 59.1651998309)	(0.452057796966, 0.46727373021)	2.66	0			
1460501620126234.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(58.34214908, 53.3786040039, 704.138559038)	(0.364678727788, 0.206951042264, 0.847128499349)	(-26.8579647903, 177.241614056, 58.2967876266)	(0.447726810451, 0.47524520262)	2.63	0			
1460501620134589.0	(-4.47483934955, 53.4929647553, 704.541170995)	(0.556827729744, 0.206670439446, 0.848470662435)	(0.894613776705, 178.736653452, 58.9029267847)	(0.501741171227, 0.469681230175)	2.80	0	(58.3701710618, 53.3634673672, 704.192591446)	(0.364604399836, 0.20705203853, 0.84730855306)	(-29.693409231, 178.630583749, 58.8599225665)	(0.442208234272, 0.470075981581)	2.69	0			
1460501620142876.0	(-4.46013915849, 53.4724624, 704.556379311)	(0.556783061756, 0.20678486766, 0.848521321614)	(0.451931675632, 178.609906994, 58.8515395157)	(0.500879586757, 0.470152932663)	2.83	0	(58.3664146844, 53.3634020404, 704.192591967)	(0.364615890438, 0.207052393892, 0.84730855306)	(-30.2308488356, 185.078555437, 61.4741467409)	(0.441162224921, 0.446079064247)	2.64	0			
1460501620151186.0	(-4.45352421, 53.4620940757, 704.510957892)	(0.556763029007, 0.206821953426, 0.848369954427)	(-4.03417316781, 175.762022262, 57.6969114447)	(0.492148358957, 0.480751684921)	2.86	0	(58.3881086505, 53.3420198401, 704.244665283)	(0.364560586683, 0.207185624456, 0.847482299805)	(-29.7935563713, 177.221671192, 58.28870212)	(0.442013319635, 0.475319422434)	2.67	0			
1460501620159549.0	(-4.45055327425, 53.4498288386, 704.518269923)	(0.556754113546, 0.206889726617, 0.848394165039)	(0.919994432853, 177.912268734, 58.5686935463)	(0.501790569157, 0.472749278995)	2.83	0	(58.3950505007, 53.329334638, 704.220105976)	(0.364534391361, 0.20724304789, 0.847400309245)	(-29.6783594019, 177.712057292, 58.4875211067)	(0.442237525492, 0.473494390429)	2.68	0			
