Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1460400979511349.0	(-70.4435784302, -13.0870846094, 701.197665789)	(0.760461255602, 0.560389655647, 0.837325642904)	(-265.174295796, 216.468216225, 74.2005689451)	(-0.0161041179369, 0.329258592389)	3.02	0	(-2.93889471488, -11.204790781, 658.441038847)	(0.552905102599, 0.553116540395, 0.694803466797)	(-218.615632505, 197.625503191, 66.5611005495)	(0.0745121983161, 0.399384059579)	2.95	0	1460400981517658	1460400982532156	darktest
1460400979519590.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460400992531606	1460400993542222	
1460400979527872.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460401003544276	1460401004557289	
1460400979536191.0	(-65.0980244314, -12.761972136, 663.475510933)	(0.752106410298, 0.562376637371, 0.711585083008)	(-212.86402408, 153.354822124, 48.6122803209)	(0.0857064537163, 0.56414282797)	2.88	0	(-3.03216899167, -11.5335863735, 658.026669175)	(0.553209350848, 0.55501654886, 0.693422241211)	(-224.016942489, 163.947520548, 52.9069158486)	(0.0639997226765, 0.52472080183)	2.91	0			
1460400979544539.0	(-65.128953774, -12.7516645091, 663.667651067)	(0.752162417089, 0.562298752668, 0.712225545247)	(-213.411657398, 151.506965395, 47.8630971721)	(0.0846406045189, 0.571019853386)	2.87	0	(-3.0119719618, -11.4808528475, 658.092331148)	(0.553143648377, 0.554711654385, 0.693641153971)	(-227.613787802, 157.979907442, 50.4874451685)	(0.0569992452286, 0.546930005797)	2.92	0			
1460400979552903.0	(-65.1822435693, -12.6883690965, 663.49063133)	(0.75237150455, 0.561962436741, 0.711635538737)	(-208.098100503, 149.651857566, 47.1109741841)	(0.0949822878495, 0.577923864659)	2.85	0	(-2.99291305436, -11.4635898299, 658.14986839)	(0.55308213176, 0.554608208306, 0.693832804362)	(-229.184615141, 158.871993183, 50.8491266742)	(0.0539419713102, 0.543609999319)	2.90	0			
1460400979561259.0	(-65.2079553153, -12.6810459799, 663.792303123)	(0.752386316382, 0.561889802288, 0.712640991211)	(-208.922947284, 150.071076598, 47.2809396525)	(0.0933769029116, 0.576363689623)	2.84	0	(-2.99153702618, -11.4307493798, 658.011968637)	(0.55307676161, 0.554435636696, 0.693373209635)	(-230.450261926, 155.673322503, 49.5522782042)	(0.0514786649942, 0.5555142445)	2.89	0			
1460400979569525.0	(-65.1752371104, -12.6791237354, 663.576199288)	(0.752329762964, 0.561901291407, 0.711920572917)	(-211.698094743, 155.527479867, 49.4931487038)	(0.087975681698, 0.556057015754)	2.81	0	(-2.8548094682, -11.5277631713, 658.011928336)	(0.552637405684, 0.554982237552, 0.693373006185)	(-258.795023114, 170.503836967, 55.5650666139)	(-0.00368825051328, 0.500320666295)	2.87	0			
1460400979577877.0	(-65.2471304295, -12.6675886413, 663.772498023)	(0.752515967867, 0.561816865544, 0.712575073242)	(-209.362860322, 152.480714015, 48.2578875502)	(0.0925207078205, 0.567395928491)	2.81	0	(-2.8465218187, -11.6652417428, 657.1312318)	(0.552609463396, 0.555845711377, 0.69043741862)	(-258.894781436, 204.84151947, 69.4867157838)	(-0.00388240840016, 0.372528770114)	2.97	0			
1460400979586217.0	(-67.4630546115, -13.7320836413, 716.880482452)	(0.748028977682, 0.56220492729, 0.88960164388)	(-280.512767952, 186.803532219, 62.1735102343)	(-0.0459571194083, 0.439659351622)	3.15	0	(-2.92188039562, -11.7356574285, 657.350325159)	(0.552854483971, 0.556224182409, 0.691167805989)	(-268.026674957, 199.411651295, 67.2852649499)	(-0.021655653868, 0.392736690381)	2.96	0			
