Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1461515476718166.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1461515478717889	1461515479732918	darktest
1461515476726362.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1461515489732053	1461515490746579	
1461515476734681.0	(-9.55194802235, 5.47637572757, 719.85312638)	(0.572771231756, 0.461471997142, 0.899510498047)	(6.97980833913, 187.834497146, 62.5914980241)	(0.513584679523, 0.435822489223)	2.78	3	(-9.55693845248, 5.47637753699, 719.853126741)	(0.572786253081, 0.461472044987, 0.899510498047)	(-101.782503907, 177.591267048, 58.438548687)	(0.301902483638, 0.473943926133)	2.77	1	1461515500746382	1461515501759877	
1461515476743044.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4			
1461515476751393.0	(-9.56244210308, 5.45606663692, 720.572218733)	(0.572790110196, 0.461604867021, 0.901907348633)	(4.19651059736, 186.511064983, 62.0549341989)	(0.508167595557, 0.440747804306)	2.79	3	(-9.56742791454, 5.4560684362, 720.572219092)	(0.572805106101, 0.461604914854, 0.901907348633)	(-104.790664536, 176.345519021, 57.9334806182)	(0.296047752946, 0.47858013018)	2.79	1			
1461515476759681.0	(-9.55784004428, 5.44877593387, 720.936904794)	(0.572769792744, 0.461656463569, 0.903122965495)	(4.56683180201, 185.713667364, 61.7316424365)	(0.508888345274, 0.443715417326)	2.80	3	(-9.56282353442, 5.44877772902, 720.936905152)	(0.572784775834, 0.461656511388, 0.903122965495)	(-104.483703773, 175.518974914, 57.5983718912)	(0.296645185338, 0.481656215429)	2.79	1			
1461515476768000.0	(-9.5485601958, 5.43799797103, 720.821929277)	(0.572744117765, 0.461707778362, 0.902739664713)	(9.78405452505, 185.528391792, 61.6565254999)	(0.519042535082, 0.444404943088)	2.81	3	(-9.55354443771, 5.43799976318, 720.821929635)	(0.572759104958, 0.46170782622, 0.902739664713)	(-99.0998923675, 175.127121807, 57.4395014873)	(0.3071236038, 0.48311454482)	2.81	1			
1461515476776341.0	(-9.52066873213, 5.42766629697, 720.393453409)	(0.572668081491, 0.461744682847, 0.901311442057)	(2.85789615784, 176.947615162, 58.1775906057)	(0.505562273565, 0.476339355556)	2.82	3	(-9.52565576397, 5.42766808776, 720.393453769)	(0.572683083938, 0.461744730771, 0.901311442057)	(-106.367071569, 166.680292117, 54.0148731792)	(0.292979619368, 0.514550457323)	2.81	1			
1461515476784711.0	(-8.92756840234, 5.36707842316, 710.380677447)	(0.571047010557, 0.461670454131, 0.867935587565)	(9.51206955594, 181.957397988, 60.2087247368)	(0.518513175469, 0.457694834434)	2.74	3	(-8.91765084768, 5.35788831601, 710.380650782)	(0.571016986639, 0.461718597284, 0.867935587565)	(-99.8415872455, 173.067300237, 56.6043806767)	(0.305680055964, 0.490780423382)	2.74	1			
1461515476793066.0	(-8.89926851063, 5.34536693522, 710.357171849)	(0.570961653186, 0.46178323403, 0.867857259115)	(0.954524070791, 182.517381343, 60.4357607869)	(0.50185777359, 0.455610787709)	2.76	3	(-8.8974357065, 5.34386324505, 710.358470457)	(0.570956080416, 0.46179115892, 0.867861531575)	(-107.452520568, 172.86186098, 56.5210887053)	(0.290867028867, 0.491544990772)	2.75	1			
1461515476801349.0	(-8.99978111682, 5.4155246807, 719.05810662)	(0.571123022398, 0.461750902075, 0.896860351562)	(3.82125983261, 193.280937719, 64.7996678642)	(0.507437251523, 0.415552892746)	2.76	3	(-8.89387396698, 5.34802589049, 710.333623851)	(0.570945593596, 0.461768302258, 0.867778727213)	(-103.571267858, 178.908186166, 58.9724719053)	(0.298421043484, 0.469042850144)	2.72	1			
1461515476809666.0	(-9.01979425747, 5.42408378249, 720.059805474)	(0.571166806239, 0.461744827417, 0.90019938151)	(2.9324858203, 188.055431707, 62.6810723116)	(0.505707446127, 0.435000254161)	2.77	3	(-8.90161216765, 5.35198718694, 710.357399506)	(0.570968680354, 0.461748504356, 0.867858072917)	(-104.583692776, 172.838942863, 56.5117969317)	(0.296450578483, 0.491630283351)	2.73	1			
1461515476818023.0	(-9.02163846478, 5.42418519888, 719.489924912)	(0.571181675982, 0.461722652754, 0.898299763997)	(0.58395290176, 195.099518218, 65.5369814465)	(0.501136537372, 0.408784822412)	2.71	3	(-8.91023260597, 5.35586146834, 710.320072547)	(0.570995447542, 0.461726820933, 0.867733561198)	(-106.757935183, 180.226861578, 59.5071071841)	(0.292218888316, 0.464135237892)	2.67	1			
1461515476826366.0	(-9.03120917346, 5.43759410791, 719.691936704)	(0.571206990571, 0.461660922595, 0.898973185221)	(0.344081208312, 198.74180295, 67.0136859449)	(0.500669679269, 0.395229613136)	2.70	3	(-8.91704693347, 5.366854872, 710.314502073)	(0.571016101844, 0.461668951451, 0.8677150472)	(-106.94531274, 183.834012824, 60.9695673877)	(0.291854198638, 0.450710782194)	2.66	1			
1461515476834735.0	(-9.01896446151, 5.43368950838, 718.68362199)	(0.571186688926, 0.46164255704, 0.895611979166)	(3.7617013107, 194.916312184, 65.4627035702)	(0.507321333808, 0.409466646133)	2.74	3	(-8.91631717161, 5.37105930225, 710.336682338)	(0.5710134591, 0.461647719644, 0.867788899739)	(-103.78563834, 180.416398933, 59.5839519902)	(0.298003817944, 0.463429851384)	2.70	1			
1461515476843013.0	(-9.02039342741, 5.43890708635, 718.552428417)	(0.571193071474, 0.46161046548, 0.895174763997)	(2.46267689508, 197.187929562, 66.3836935112)	(0.504793065191, 0.401012543499)	2.72	3	(-8.91945871144, 5.37750603387, 710.281808075)	(0.571023816672, 0.461611778089, 0.867605997721)	(-104.9244861, 182.661400525, 60.4941509981)	(0.295787298365, 0.455074802661)	2.68	1			
1461515476851322.0	(-9.03468635671, 5.44243602582, 718.468736289)	(0.571237478609, 0.461589099325, 0.894895833333)	(0.141277725776, 194.441252739, 65.2700985239)	(0.500274966379, 0.411234638114)	2.74	3	(-8.93348615012, 5.38037118013, 710.261849149)	(0.571066762044, 0.461596120514, 0.867539469401)	(-107.451313546, 180.221283722, 59.5048457336)	(0.290869378074, 0.46415599657)	2.70	1			
1461515476859695.0	(-9.06552352557, 5.45895968814, 719.968192743)	(0.571305433357, 0.461561106752, 0.899894002279)	(2.09804941565, 196.782641182, 66.219375997)	(0.504083397072, 0.402520873903)	2.71	3	(-8.94639453621, 5.38692805823, 710.246106161)	(0.571106183073, 0.461561222757, 0.867486979167)	(-105.245717726, 181.41295751, 59.9879902906)	(0.295162090841, 0.459721036436)	2.67	1			
1461515476868050.0	(-8.95490756723, 5.39204425803, 710.210465214)	(0.571132586568, 0.461533067472, 0.867368164062)	(0.491864571946, 194.152437781, 65.1530032446)	(0.500957307458, 0.412309498397)	2.66	3	(-8.95152027406, 5.38906636497, 710.211168076)	(0.571122316094, 0.461548696596, 0.867370605469)	(-107.897400891, 184.914397543, 61.4075916202)	(0.290001166034, 0.446689997979)	2.66	1			
1461515476876324.0	(-9.04783403877, 5.45377207729, 717.974451045)	(0.571285103258, 0.461511397742, 0.893248087565)	(1.17745385893, 198.245251646, 66.8123673773)	(0.502291657958, 0.397077589707)	2.67	3	(-8.95153378253, 5.39520311354, 710.18916383)	(0.571122630602, 0.461515609611, 0.867297159831)	(-106.344250317, 184.134097788, 61.0912319057)	(0.293024035973, 0.449593979202)	2.64	1			
1461515476884663.0	(-9.07747096047, 5.47300246976, 719.806330477)	(0.571343865101, 0.461482251234, 0.899354451497)	(0.454837860271, 196.079592581, 65.9343364933)	(0.500885243013, 0.405137355486)	2.72	3	(-8.96058182076, 5.40099077639, 710.220695673)	(0.571149545666, 0.461486539683, 0.86740234375)	(-106.789479472, 180.952216405, 59.80119038)	(0.292157494215, 0.461435740958)	2.68	1			
1461515476893002.0	(-9.07846811772, 5.47004200566, 718.666493861)	(0.571365783371, 0.461453836582, 0.895555013021)	(-0.621033836228, 194.299475212, 65.2126171551)	(0.49879129265, 0.411762280566)	2.73	3	(-8.97418634225, 5.40711116488, 710.203603942)	(0.571191115687, 0.46145388574, 0.867345377604)	(-108.111045117, 179.773396024, 59.323257026)	(0.289585353996, 0.465822865559)	2.70	1			
1461515476901364.0	(-9.0948486051, 5.48222328909, 718.988373586)	(0.571409624236, 0.461403179094, 0.896628011068)	(-1.30721545248, 197.307680351, 66.432244501)	(0.49745578931, 0.400566876253)	2.74	3	(-8.98760804337, 5.41511121802, 710.218083782)	(0.57123158032, 0.461412585196, 0.867393595378)	(-108.582569362, 182.851888319, 60.5713811442)	(0.288667634563, 0.454365878977)	2.70	1			
1461515476909720.0	(-8.99240042012, 5.42264737988, 710.144441372)	(0.571247269025, 0.461370184288, 0.867148234049)	(0.219597534889, 189.851222659, 63.4091462468)	(0.500427398861, 0.428316997918)	2.69	3	(-8.99033393892, 5.42126958392, 710.145786953)	(0.571240981242, 0.461377450103, 0.867152709961)	(-108.053194058, 180.323402049, 59.5462479316)	(0.289697948504, 0.463775950692)	2.69	1			
1461515476917996.0	(-8.98994588503, 5.42479625953, 710.183875865)	(0.571239117762, 0.461360407306, 0.867279663086)	(2.03824493418, 190.409323265, 63.6354189673)	(0.50396700065, 0.426239958075)	2.68	0	(56.5299651156, 4.42300222867, 719.605017997)	(0.373824809177, 0.466156401994, 0.89868347168)	(-14.7443717093, 192.470088086, 64.4709222036)	(0.471303285891, 0.418570569088)	2.63	0			
1461515476926317.0	(-8.99676462246, 5.42623461256, 710.138369046)	(0.571260592026, 0.461351154027, 0.867127888997)	(0.440329173063, 187.310056032, 62.3788719917)	(0.500857005008, 0.437774261137)	2.75	0	(55.2381560027, 4.35160182274, 709.266625318)	(0.375724357377, 0.466213317156, 0.864222005208)	(-13.5470711648, 191.9754174, 64.270366102)	(0.473633571108, 0.420411546705)	2.57	0			
1461515476934681.0	(-9.00857951044, 5.42316579251, 710.106946733)	(0.57129709621, 0.461366184748, 0.867023111979)	(1.42305612034, 189.248598594, 63.1648222211)	(0.502769669366, 0.430559737276)	2.71	0	(55.2224638821, 4.35428388712, 709.266201322)	(0.375772020678, 0.466199413784, 0.864220581054)	(-12.3886246915, 189.674871036, 63.3376473788)	(0.475888235322, 0.428973312109)	2.63	0			
1461515476943036.0	(-9.0154228125, 5.42434205493, 710.076706885)	(0.571318398952, 0.461358904159, 0.866922403971)	(3.03559149287, 191.945796906, 64.2583569592)	(0.505908118904, 0.420521783007)	2.70	0	(55.2133868306, 4.35207495794, 709.232911258)	(0.375793201395, 0.466210041865, 0.864109700521)	(-13.1774074603, 188.717295617, 62.949414159)	(0.474353041144, 0.432537046456)	2.61	0			
1461515476951394.0	(-9.01820046757, 5.41863899959, 710.082369018)	(0.571326836236, 0.461389117685, 0.86694132487)	(-1.73805550727, 186.37416235, 61.9994292758)	(0.496617252808, 0.441257304243)	2.72	0	(55.1967153059, 4.34306689662, 709.229006578)	(0.375843301099, 0.466257383539, 0.864096679687)	(-13.0484841111, 190.470395801, 63.6601798233)	(0.474603962415, 0.426012669145)	2.55	0			
1461515476959664.0	(-9.01943922227, 5.4126709642, 710.091010019)	(0.571330546538, 0.46142082101, 0.866970011393)	(1.13771101887, 189.175125179, 63.1350336324)	(0.50221430716, 0.430833177599)	2.70	0	(55.2057105316, 4.34331770964, 709.182624104)	(0.375806883193, 0.466254474255, 0.863942057292)	(-15.7756587764, 187.404128354, 62.4170120687)	(0.469296109816, 0.437424159457)	2.59	0			
1461515476967981.0	(-9.03158817518, 5.4042911148, 710.066811072)	(0.571368027273, 0.461464042331, 0.866889444987)	(-0.356516143599, 192.548590909, 64.5027498832)	(0.499306118833, 0.418278411206)	2.69	0	(55.1942561065, 4.33878620057, 709.160892827)	(0.375837581401, 0.466277693873, 0.863869628906)	(-14.1397562365, 192.552180176, 64.5042050924)	(0.472480038465, 0.41826505331)	2.57	0			
