Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	task	duration
1459956145508022.0	(-62.0576063076, 59.7633380679, 718.508664295)	(0.730138057316, 0.17957229779, 0.895028889974)	(-55.2043426172, 87.0818524671, 21.7429937022)	(0.392556748507, 0.810785811436)	4.25	3	(-62.0496715801, 59.7634201268, 718.508664717)	(0.730114160156, 0.179571857743, 0.895028889974)	(-80.7623147558, 69.7597186432, 14.7200191626)	(0.342813712036, 0.875252256631)	4.30	1		
1459956145516306.0	(-63.795284602, 59.7357167855, 718.280222805)	(0.735415454422, 0.179622595725, 0.894267374674)	(-77.0011527682, 94.4734109625, 24.7397796437)	(0.350133996169, 0.783277220087)	4.51	3	(-63.7872003509, 59.7358185186, 718.280223013)	(0.735391100708, 0.179622052758, 0.894267374674)	(-95.2653213583, 76.3872025246, 17.4070236063)	(0.314586762634, 0.850587262655)	4.56	1		
1459956145524625.0	(-63.6950848454, 59.6833248839, 717.502201626)	(0.735263782795, 0.179566879322, 0.891673990885)	(-71.4842512029, 91.0032244424, 23.3328495376)	(0.360871445693, 0.796191944762)	4.37	3	(-63.6810961458, 59.6834275918, 717.502201634)	(0.735221608195, 0.179566320746, 0.891673990885)	(-91.0267057511, 73.2734664267, 16.1446104672)	(0.32283630644, 0.862175413373)	4.42	1		
1459956145532981.0	(-64.0021856037, 59.8641559354, 719.750628567)	(0.735753633082, 0.179574770578, 0.899168701172)	(-76.7225688028, 96.6318005127, 25.6148632224)	(0.350676199294, 0.775244508699)	4.51	3	(-63.9872011066, 59.8642584667, 719.750628538)	(0.735708564978, 0.179574212919, 0.899168701172)	(-95.9708021258, 78.2828262187, 18.1755730862)	(0.313213697692, 0.843532466622)	4.56	1		
1459956145541338.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145549697.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145557976.0	(-64.3450229764, 60.0677461102, 722.366940488)	(0.736277272586, 0.179619213712, 0.907889811198)	(-74.309403879, 83.4715612006, 20.2792604287)	(0.355372900196, 0.824221953105)	4.31	3	(-64.338977516, 60.0678469831, 722.36694076)	(0.736259139606, 0.1796186816, 0.907889811198)	(-92.8516785557, 66.2771665884, 13.3080756537)	(0.319284393624, 0.88821300116)	4.36	1		
1459956145566314.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145574655.0	(-61.4171377976, 58.3128155098, 700.600485274)	(0.731598604196, 0.179565660509, 0.835334879557)	(-64.5923188944, 86.0694697328, 21.3325397569)	(0.374285093627, 0.814553517928)	4.21	3	(-61.4229785953, 58.311515318, 700.600477554)	(0.73161656189, 0.179572600507, 0.835334879557)	(-84.1657092022, 69.30272946, 14.534740407)	(0.336189744643, 0.876952997916)	4.26	1		
1459956145583003.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145591363.0	(-61.4276835991, 58.3115136495, 700.577586508)	(0.731635393824, 0.179562722777, 0.835258585612)	(-72.2223848529, 91.1113822721, 23.3767003525)	(0.359434829013, 0.795789422136)	4.29	3	(-61.4298859827, 58.3078343218, 700.577576546)	(0.731642222236, 0.179582343203, 0.835258585612)	(-91.6626920828, 74.2205395053, 16.5285856856)	(0.321598497309, 0.858650764774)	4.34	1		
1459956145599611.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145607966.0	(-62.9722871159, 59.7672453672, 718.545034056)	(0.732885697139, 0.179568838239, 0.895150146484)	(-70.5477827791, 105.125719017, 29.0585829166)	(0.362694077892, 0.743633349398)	4.40	3	(-61.4137596448, 58.285291383, 700.371309978)	(0.731632618669, 0.179613384606, 0.834571126302)	(-89.1211205954, 82.1509772758, 19.7438513749)	(0.326545113672, 0.829136668121)	4.34	1		
1459956145616328.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145624676.0	(4.8212973195, 56.4299148576, 711.705450765)	(0.528576004442, 0.194035208849, 0.87235148112)	(6.69101650622, 95.3244950535, 25.0848377042)	(0.513022609004, 0.780109806276)	4.33	3	(4.30164206146, 55.746198956, 702.853520362)	(0.529914464721, 0.194034881757, 0.842845052083)	(-18.8099137874, 74.9800501327, 16.83651679)	(0.463390592084, 0.855824152837)	4.33	1		
1459956145632949.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145641278.0	(-61.435232984, 58.2835274914, 700.266377839)	(0.731718715973, 0.179577460921, 0.834221191406)	(-76.5918032563, 97.7919178949, 26.0852137531)	(0.350930706002, 0.770926989598)	4.45	0	(4.15750192827, 55.5347600527, 700.420483651)	(0.530291229588, 0.194159918296, 0.834734903971)	(-23.215769035, 76.1184848341, 17.298076434)	(0.454815552676, 0.851587328492)	4.36	0		
1459956145649636.0	(-61.851925603, 59.2080835686, 711.3898633)	(0.730859967977, 0.179457601169, 0.871299641927)	(-71.7403817962, 104.943351448, 28.9846449821)	(0.360372943176, 0.74431205267)	4.55	0	(4.14519297687, 55.5418060894, 700.484043441)	(0.530330704419, 0.19414857557, 0.834946899414)	(-24.301604755, 81.3951519939, 19.4374144333)	(0.452702209508, 0.831949564593)	4.41	0		
1459956145657995.0	(-61.8361766013, 59.1595056197, 710.747262608)	(0.730934208626, 0.179439024108, 0.869157511393)	(-78.6866851794, 113.623797809, 32.5039893314)	(0.346853473765, 0.712006707074)	4.54	0	(3.81272739921, 56.1115399227, 707.681975606)	(0.531534729598, 0.194076825522, 0.858939819336)	(-31.0756689857, 85.9892982578, 21.3000355497)	(0.439517966162, 0.814851885903)	4.54	0		
1459956145666348.0	(-61.8499705096, 59.182760002, 710.986347025)	(0.730930574128, 0.179418720439, 0.869954427083)	(-77.7455959468, 103.330405295, 28.3307024669)	(0.348685099364, 0.750314829567)	4.54	0	(4.12856101879, 55.547028569, 700.453419768)	(0.530380856827, 0.194108235127, 0.834844767252)	(-30.7733576181, 89.0267962171, 22.5315391883)	(0.440106349517, 0.803547464767)	4.47	0		
1459956145674621.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4		
1459956145682970.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.1170641817, 55.5534073858, 700.437740836)	(0.530415640435, 0.194067870908, 0.834792480469)	(-26.3869366401, 79.6608747978, 18.7342802399)	(0.448643564344, 0.838403889848)	4.37	0		
1459956145691309.0	(-62.4701919655, 58.9072610012, 707.644022853)	(0.733458052478, 0.179443268298, 0.858813476562)	(-83.4908351849, 113.905311597, 32.6181244711)	(0.3375032402, 0.710959018991)	4.65	0	(4.10611534224, 55.5555895449, 700.415133506)	(0.530448608612, 0.194046987486, 0.834717203776)	(-22.2107904356, 83.4153508387, 20.2564708611)	(0.456771525038, 0.82443114686)	4.40	0		
1459956145699661.0	(-61.8934751109, 59.2485301655, 711.539868024)	(0.730957064712, 0.17930910788, 0.871799519857)	(-76.3294598352, 114.552604493, 32.8805587399)	(0.351441300438, 0.708550039105)	4.63	0	(4.09795986011, 55.5626360807, 700.43064675)	(0.530473987149, 0.194015886339, 0.834768880208)	(-27.3248891309, 91.7985998066, 23.6553214102)	(0.446818043731, 0.793231857809)	4.50	0		
1459956145708018.0	(-61.4817155576, 58.3177231152, 700.265642544)	(0.73186103231, 0.179394785103, 0.83421875)	(-80.6331950917, 109.695723984, 30.9114163409)	(0.343065015392, 0.726625515505)	4.56	0	(4.09123113763, 55.5649292203, 700.440470713)	(0.530494891887, 0.194007738295, 0.834801635742)	(-32.1542624419, 92.5256999194, 23.950112204)	(0.437418718486, 0.790525865577)	4.50	0		
1459956145716289.0	(-61.9217157528, 59.2869880742, 711.978744172)	(0.73095931713, 0.179294171558, 0.873262532552)	(-72.2016436019, 112.279611837, 31.959011215)	(0.359475197349, 0.717009260005)	4.59	0	(4.08260700027, 55.5677734578, 700.43074587)	(0.530521069167, 0.193988622706, 0.834769083659)	(-29.8861212054, 98.4491078925, 26.3516606394)	(0.441833162309, 0.768481176432)	4.55	0		
1459956145724624.0	(-61.9208169414, 59.2688869732, 711.753346163)	(0.730999402544, 0.179293198148, 0.872511189779)	(-77.0318150687, 117.742268012, 34.1737554046)	(0.350074318667, 0.696679315177)	4.60	0	(4.05664629181, 55.5849816733, 700.430751242)	(0.530600558698, 0.193897109313, 0.834769083659)	(-27.5275323362, 92.4381754456, 23.9146268442)	(0.446423642787, 0.790851598639)	4.51	0		
1459956145732980.0	(-61.9182987579, 59.2323898399, 711.345769461)	(0.731069291707, 0.179311220515, 0.8711525472)	(-73.0395283231, 115.071491379, 33.090932902)	(0.357844436895, 0.706618937929)	4.59	0	(4.05910978158, 55.5698846576, 700.453767228)	(0.530593837498, 0.193986907814, 0.834845987956)	(-27.0833317388, 99.3464860784, 26.7154878801)	(0.44728818268, 0.765141473471)	4.56	0		
1459956145741329.0	(-61.9439746851, 59.2661493597, 711.77570703)	(0.731065479059, 0.179317137958, 0.872585652669)	(-73.065470965, 114.004202048, 32.6582179797)	(0.357793945183, 0.71059098605)	4.61	0	(4.04784645096, 55.5689861573, 700.433737242)	(0.530627889152, 0.193983476551, 0.834779052734)	(-26.8781843177, 101.82093688, 27.7187132998)	(0.447687457536, 0.755932501379)	4.55	0		
1459956145749591.0	(-61.5271470187, 58.319371222, 700.301691648)	(0.731993623756, 0.179401667237, 0.834338989258)	(-80.3806064437, 113.573135968, 32.4834493202)	(0.343556624282, 0.712195251329)	4.61	0	(4.03945379513, 55.5688404544, 700.405094524)	(0.530652878588, 0.19397249031, 0.83468363444)	(-29.2495295107, 101.480928721, 27.5808625787)	(0.443072149648, 0.757197883434)	4.58	0		
1459956145757937.0	(-61.9553115698, 59.2541052647, 711.675701745)	(0.73111894907, 0.179337803639, 0.872252400716)	(-76.9400317316, 122.21614195, 35.9876140828)	(0.350252954979, 0.680029244696)	4.70	0	(4.03315586458, 55.5692143598, 700.406860328)	(0.530672264268, 0.19397124072, 0.834689534505)	(-27.3098377233, 105.188439422, 29.0840118743)	(0.446847338024, 0.743399927719)	4.57	0		
1459956145766287.0	(-61.5426663858, 58.3137057097, 700.297608276)	(0.732042173117, 0.179430151723, 0.834325358073)	(-83.9101200611, 116.829925094, 33.8038609592)	(0.336687193342, 0.700074711224)	4.63	0	(4.02289049253, 55.5716117441, 700.403491862)	(0.530703665672, 0.193957119874, 0.834678344726)	(-24.5171075917, 100.771700672, 27.2933177194)	(0.452282780086, 0.75983736259)	4.58	0		
1459956145774645.0	(-61.9968121658, 59.2870841275, 712.174002148)	(0.731150214154, 0.179376928645, 0.873913370768)	(-78.0557556188, 131.315503398, 39.6768006705)	(0.348081440991, 0.646164855237)	4.68	0	(4.00875812717, 55.5715734074, 700.440025496)	(0.530748070716, 0.193972381355, 0.834800008138)	(-27.6820605523, 106.548626547, 29.6354773952)	(0.446122887208, 0.738337824535)	4.60	0		
1459956145782996.0	(-61.5672734319, 58.3110798988, 700.356644779)	(0.732106452428, 0.179469739193, 0.834522094726)	(-80.8038275024, 118.900711141, 34.6434271371)	(0.3427329165, 0.692368027014)	4.66	0	(3.99908973964, 55.5716465, 700.433529065)	(0.530777584639, 0.193969341936, 0.834778442383)	(-27.0475916433, 102.700416262, 28.0752837647)	(0.447357743006, 0.752659411009)	4.57	0		
1459956145791269.0	(-63.2882039419, 59.3303814127, 713.072697663)	(0.734891900851, 0.179534217315, 0.876908976237)	(-83.5724717542, 134.066727242, 40.7922391727)	(0.337344352366, 0.635925838327)	4.71	0	(4.00799103208, 55.5718492752, 700.388058215)	(0.530748999314, 0.193949540462, 0.834626871745)	(-29.0799349991, 99.6447718378, 26.8364229401)	(0.443402228495, 0.764031366439)	4.56	0		
1459956145799609.0	(-61.5929596483, 58.3071586863, 700.491059184)	(0.732159572657, 0.179548824064, 0.834970296224)	(-79.4409492329, 135.203020282, 41.2529305157)	(0.345385462762, 0.631696984434)	4.68	0	(4.00319345595, 55.5690951977, 700.349491817)	(0.530762716565, 0.193948343825, 0.834498291016)	(-28.2624428241, 97.4939953404, 25.9644259486)	(0.444993299291, 0.772035744918)	4.54	0		
1459956145807962.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.99517587516, 55.5736332081, 700.388976795)	(0.53078835857, 0.193940452936, 0.834629923502)	(-30.0013207773, 101.711428353, 27.6743148671)	(0.441608951387, 0.756340050789)	4.58	0		
1459956145816315.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.98835708961, 55.5739981588, 700.379954666)	(0.530809049348, 0.193934814496, 0.834599812825)	(-26.9573516117, 99.7140305197, 26.8645027347)	(0.44753337561, 0.763773611761)	4.57	0		
1459956145824676.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(3.98528807547, 55.5780243065, 700.394921378)	(0.530818827993, 0.193919551757, 0.834649658203)	(-25.5981862704, 101.752201907, 27.6908458344)	(0.450178695464, 0.75618830701)	4.57	0		
1459956145832945.0	(-63.3275858786, 59.3523057948, 713.303695251)	(0.734966326841, 0.179517523268, 0.877679036458)	(-91.3867407084, 132.817492331, 40.2857574044)	(0.322135576667, 0.640575019236)	4.73	0	(3.98830832592, 55.5795738652, 700.389011124)	(0.530809368933, 0.193908867285, 0.834630126953)	(-29.5795820182, 103.392194211, 28.3557537676)	(0.442429774196, 0.75008487454)	4.60	0		
1459956145841271.0	(-63.3412524617, 59.3628039318, 713.432285347)	(0.734982771306, 0.179517162136, 0.878107706706)	(-86.49533792, 137.5486682, 42.2039349228)	(0.331655628805, 0.622967368067)	4.72	0	(3.4006512243, 56.6319174667, 713.907233709)	(0.532937560424, 0.19387183347, 0.879690755208)	(-33.7363972854, 110.07878988, 31.0667241145)	(0.434339436969, 0.725199888797)	4.68	0		
1459956145849632.0	(-61.5999339606, 58.3189223317, 700.547645019)	(0.732169908339, 0.179510562488, 0.835158894857)	(-81.5868454135, 134.356034959, 40.9095342329)	(0.341208942364, 0.634849144181)	4.71	0	(3.99065987684, 55.5822871867, 700.423071533)	(0.530803039836, 0.19390843463, 0.834743652344)	(-30.0899469437, 108.200344903, 30.305139463)	(0.441436459821, 0.732190752129)	4.62	0		
1459956145857982.0	(-61.6144560526, 58.3432647785, 700.547661834)	(0.732214071453, 0.17938077543, 0.835158894857)	(-74.4282253704, 133.699023824, 40.6431598637)	(0.355141639995, 0.637294291686)	4.76	0	(3.99022191084, 55.582405024, 700.446495329)	(0.530805023424, 0.193917444206, 0.834821573893)	(-29.16133046, 107.215579524, 29.9058825209)	(0.443243809926, 0.735855677245)	4.58	0		
1459956145866258.0	(-61.6088469044, 58.3457533267, 700.547662401)	(0.732196804642, 0.179367494638, 0.835158894857)	(-69.0228805623, 130.853201153, 39.4893678213)	(0.365661968543, 0.647885369732)	4.73	0	(3.99314134992, 55.5814247303, 700.427252579)	(0.530795545142, 0.193914738686, 0.834757486979)	(-30.7457169118, 109.93965991, 31.0103161541)	(0.440160146143, 0.725717678042)	4.64	0		
1459956145874600.0	(-63.2642590434, 59.3370228658, 713.002582203)	(0.734832747365, 0.179469562179, 0.876675211588)	(-92.6510084399, 142.38746394, 44.1657451492)	(0.319674954379, 0.604959196354)	4.78	0	(4.00205542847, 55.5850958014, 700.468811896)	(0.530769254942, 0.193912279495, 0.834896036784)	(-29.5210363813, 108.774684566, 30.5379960425)	(0.44254372055, 0.730053276643)	4.62	0		
1459956145882930.0	(-63.3223875875, 59.3778079849, 713.496178188)	(0.73491309265, 0.179465662455, 0.87832051595)	(-83.7794089914, 134.484235919, 40.961511206)	(0.336941594022, 0.634372028584)	4.84	0	(4.01008802844, 55.5835900139, 700.454641782)	(0.530744219514, 0.193914445588, 0.834848836263)	(-28.7302790478, 105.782270596, 29.3247709666)	(0.444082757789, 0.741189912184)	4.62	0		
1459956145891288.0	(-63.2854506276, 59.3632431865, 713.259170578)	(0.734847103048, 0.179441217809, 0.877530517578)	(-90.7265992784, 141.694127219, 43.8846431679)	(0.323420398446, 0.607539533983)	4.76	0	(4.01235507146, 55.5861422105, 700.464530748)	(0.530737492727, 0.193904927504, 0.834881795247)	(-27.4238195812, 105.040152665, 29.0238914451)	(0.446625497117, 0.743951795069)	4.63	0		
1459956145899658.0	(-62.0520129753, 59.4422666023, 713.90595137)	(0.730988440634, 0.179300005899, 0.879686482747)	(-78.1535558195, 141.149244127, 43.6637292713)	(0.347891094162, 0.609567383227)	4.81	0	(4.02024862092, 55.5893110468, 700.493301032)	(0.530713996398, 0.193899882986, 0.834977620442)	(-26.9033209499, 106.904015718, 29.779564095)	(0.447638534547, 0.737015200156)	4.62	0		
1459956145907916.0	(-62.0402797394, 59.4528542875, 714.052567531)	(0.730925172787, 0.179306827078, 0.880175170898)	(-78.471335208, 140.607530583, 43.4441004158)	(0.347272605668, 0.611583436609)	4.86	0	(3.50620055945, 56.5261643945, 712.528173973)	(0.532585053417, 0.193867066627, 0.875093994141)	(-31.7295919676, 113.057788148, 32.2745100144)	(0.438245247241, 0.714113181435)	4.75	0		
1459956145916249.0	(-61.4678677384, 58.3478420221, 700.533493192)	(0.731766598749, 0.179349986801, 0.835111694336)	(-72.0822478872, 138.616042337, 42.6366842287)	(0.359707575151, 0.618995004327)	4.74	0	(4.10399555377, 55.569528704, 700.425279744)	(0.530455206001, 0.193976986802, 0.834750976562)	(-18.7418259987, 101.502898878, 27.5897700176)	(0.463523110162, 0.757116118803)	4.61	0		
1459956145924616.0	(-61.324042382, 58.3205999297, 700.412029229)	(0.731348676036, 0.179442498795, 0.834706827799)	(-53.7041281488, 137.835004909, 42.3200254367)	(0.395476589823, 0.621901730892)	4.79	0	(4.22324653582, 55.5617905375, 700.576485314)	(0.530093324653, 0.194080066869, 0.835254923503)	(1.72889716608, 99.1123129014, 26.6205462131)	(0.503364922472, 0.766012977665)	4.64	0		
1459956145932969.0	(-61.1432907517, 58.3038171565, 700.048869559)	(0.730863161697, 0.17937459837, 0.8334962972)	(-44.9215843994, 132.24605568, 40.0540778035)	(0.412569901908, 0.642701690807)	4.69	0	(4.32804023655, 55.5446458529, 700.62090195)	(0.52977304162, 0.194189300679, 0.835403035482)	(14.6015095081, 93.629874798, 24.3977817659)	(0.528418663893, 0.786416543364)	4.58	0		
1459956145941252.0	(-61.103434489, 58.3496125472, 700.411400956)	(0.730670797882, 0.17928709986, 0.834704589844)	(-33.0321342684, 132.020096981, 39.9624665615)	(0.435710131825, 0.643542623816)	4.68	0	(4.39924026147, 55.5451765621, 700.706984158)	(0.529556883372, 0.194221683588, 0.835689900716)	(15.1094332219, 93.3087264356, 24.2675774391)	(0.529407226979, 0.787611736376)	4.58	0		
1459956145949584.0	(-62.8153735783, 59.3698688156, 713.345538607)	(0.733406851331, 0.179442409515, 0.877818400065)	(-46.7062786692, 146.594325998, 45.8713482478)	(0.409096382504, 0.589302843328)	4.84	0	(4.41640871391, 55.5390569131, 700.615845227)	(0.52950163806, 0.194216760196, 0.835386149088)	(8.34149748351, 95.1429948254, 25.011251419)	(0.516234911412, 0.780785281632)	4.56	0		
1459956145957927.0	(-62.9080052516, 59.434054909, 714.039722542)	(0.733553653926, 0.179401235905, 0.880132446289)	(-46.7333220413, 142.518064461, 44.2186949848)	(0.40904374846, 0.604473150497)	4.85	0	(4.42335409545, 55.5394973007, 700.585286069)	(0.529479426832, 0.194201846633, 0.835284220377)	(13.0939000749, 95.1726326759, 25.0232675985)	(0.525484429885, 0.780674980737)	4.63	0		
1459956145966286.0	(-62.8177017246, 59.3828008435, 713.352811895)	(0.733412290507, 0.179377742423, 0.877842610677)	(-50.6525501704, 150.865899173, 47.6031874058)	(0.401415822946, 0.573405659943)	4.87	0	(4.42977423066, 55.5449285068, 700.548531474)	(0.529458579242, 0.194157833399, 0.835161743164)	(14.1182343451, 99.1208408353, 26.6240037238)	(0.527478073852, 0.765981239913)	4.64	0		
1459956145974641.0	(-62.9583093157, 59.474149029, 714.420422655)	(0.733632483614, 0.17935308383, 0.881401367187)	(-44.929131927, 143.061225851, 44.4389108457)	(0.412555212287, 0.602451708778)	4.82	0	(4.43839439235, 55.5555444504, 700.561337571)	(0.529432330419, 0.194106595399, 0.835204467773)	(14.405223638, 98.7096900103, 26.4573093775)	(0.528036636119, 0.767511388127)	4.63	0		
1459956145982921.0	(-62.8979326631, 59.4567601065, 714.023594408)	(0.73352586131, 0.179275509442, 0.880078735351)	(-44.1885193973, 143.994973796, 44.8174836073)	(0.413996653567, 0.5989766513)	4.86	0	(4.44834365874, 55.5642620824, 700.552841609)	(0.529401412822, 0.194056699202, 0.835176188151)	(12.5580055514, 101.021711728, 27.3946805942)	(0.524441427698, 0.758906915787)	4.66	0		
1459956145991257.0	(-62.9620072134, 59.5136644585, 714.548010207)	(0.73361863586, 0.179200512318, 0.881826782226)	(-37.8647413971, 145.980685013, 45.6225575933)	(0.426304512656, 0.591586583502)	4.83	0	(4.46051985872, 55.5721001524, 700.562613596)	(0.529364196392, 0.194018987476, 0.835208740234)	(16.4930855726, 103.688889379, 28.4760439486)	(0.532100205474, 0.748980687089)	4.66	0		
1459956145999607.0	(-62.7250547939, 59.3931398429, 712.812317591)	(0.733234615375, 0.179093502258, 0.876041056315)	(-46.111684576, 147.459018387, 46.2219235692)	(0.410253630642, 0.586084784567)	4.85	0	(4.46940824522, 55.576451642, 700.526110662)	(0.52933578642, 0.193980806474, 0.835087076823)	(14.0958362733, 99.4070428972, 26.7400396473)	(0.527434480874, 0.764916103844)	4.65	0		
1459956146007954.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(4.47695134997, 55.5853975873, 700.504641989)	(0.529311876934, 0.193924361399, 0.835015462239)	(12.7477902826, 99.2389508801, 26.6718895009)	(0.524810802418, 0.765541678898)	4.68	0		
