Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	task	duration
1461957554438109.0	(-27.6175715255, -14.0423970954, 738.999901503)	(0.626012485553, 0.56107918037, 0.963332926432)	(1.33141722729, 145.648236299, 45.4877717247)	(0.502591314183, 0.592823832158)	4.21	0	(31.2377022198, -18.9697170326, 740.350192191)	(0.452556491936, 0.584912741714, 0.967834065755)	(-9.84778093549, 156.624028117, 49.9377261745)	(0.480833435314, 0.551976076973)	4.06	0		
1461957554446437.0	(-27.6205916762, -14.0539329575, 738.979559835)	(0.626023064585, 0.561139465267, 0.963265177409)	(4.40299415596, 143.366393337, 44.5626359886)	(0.508569470915, 0.601315990558)	4.19	0	(31.235862709, -18.9794341036, 740.341431979)	(0.452561082823, 0.584962812615, 0.96780476888)	(-11.27917651, 162.88643735, 52.4767171004)	(0.478047535014, 0.528669753071)	4.00	0		
1461957554454794.0	(-27.6227544918, -14.0618249175, 739.037629456)	(0.626025297164, 0.561173929842, 0.963458862305)	(9.70971851782, 143.275708963, 44.525869499)	(0.518897856204, 0.601653483578)	4.21	0	(31.2377751216, -18.9835061113, 740.349021765)	(0.452556316764, 0.584982341932, 0.967829996745)	(-3.73824946438, 198.558255044, 66.9392694622)	(0.492724310112, 0.395912709177)	3.77	0		
1461957554463146.0	(-28.6589189297, -14.3262904828, 751.473611601)	(0.628145030324, 0.561351935525, 1.00491210937)	(8.13897886576, 145.262537877, 45.331396637)	(0.51584075295, 0.594259256132)	4.21	0	(31.2409693037, -18.9869305798, 740.327457315)	(0.452544614613, 0.585002246605, 0.967758178711)	(-13.0217428882, 147.54031121, 46.2548824085)	(0.474656008392, 0.585782243358)	4.10	0		
1461957554471411.0	(-27.6184474178, -14.0735812795, 739.01857611)	(0.626014165068, 0.561235100396, 0.963395182292)	(5.93931561795, 136.934847765, 41.955071513)	(0.511559586644, 0.625251776088)	4.18	0	(31.2402922739, -18.9948051589, 740.339126609)	(0.452547965935, 0.585040457455, 0.96779703776)	(-14.5594650308, 159.908990326, 51.2695601269)	(0.471663166542, 0.539750687287)	3.99	0		
1461957554479748.0	(-27.6196231881, -14.0851397294, 738.982874615)	(0.626020430837, 0.561296924537, 0.963276163737)	(3.55096958622, 147.224980274, 46.1270366618)	(0.506911190319, 0.586955786104)	4.15	0	(31.2371778543, -19.0028380022, 740.354493052)	(0.452558901025, 0.585079037693, 0.967848307292)	(-9.53485519211, 170.964635233, 55.7518896997)	(0.481442477244, 0.498605749039)	3.89	0		
1461957554488103.0	(-27.6200468306, -14.0933106631, 738.960682378)	(0.626023434143, 0.561340339392, 0.963202311198)	(-2.67622073474, 153.344715695, 48.6081828352)	(0.49479131815, 0.564180440287)	4.09	0	(31.2321332874, -19.0134110314, 740.414740896)	(0.452580403488, 0.585124803505, 0.968049112956)	(-12.52853067, 156.721936609, 49.9774215639)	(0.47561593875, 0.551611698514)	4.03	0		
1461957554496463.0	(-27.6192073897, -14.1023826062, 739.007592686)	(0.626017645974, 0.561381765526, 0.963358561198)	(6.81227147549, 152.838263342, 48.4028500502)	(0.513258605441, 0.566065264823)	4.09	0	(31.2342942374, -19.0134094714, 740.306695637)	(0.452562360003, 0.585138333719, 0.967689005534)	(-10.0878484155, 155.562587676, 49.507382588)	(0.480366196155, 0.555926357738)	4.01	0		
1461957554504820.0	(-27.6178284696, -14.1058170543, 738.972965731)	(0.626016173065, 0.561402381906, 0.963243204752)	(11.0727920531, 145.427478422, 45.3982690706)	(0.521550782509, 0.593645409669)	4.10	0	(31.2378322703, -19.0143160016, 740.328774749)	(0.452554331248, 0.585140071848, 0.967762654622)	(-13.0406402103, 158.638241945, 50.7543560757)	(0.474619228863, 0.544479933214)	3.99	0		
1461957554513100.0	(-27.6199937715, -14.1090703907, 738.984410222)	(0.626021770015, 0.561417781387, 0.96328145345)	(11.9672086614, 137.650666204, 42.2452883373)	(0.523291569991, 0.622587769989)	4.11	0	(31.2329113139, -19.0137267086, 740.30380361)	(0.452566126578, 0.585140316333, 0.967679443359)	(-11.3429112, 162.78368415, 52.435057504)	(0.477923489295, 0.529052161703)	3.98	0		
1461957554521423.0	(-27.6252123507, -14.1084573092, 738.955315662)	(0.626039297811, 0.561417508007, 0.963184407552)	(3.00472593973, 185.100957699, 61.48322937)	(0.505848045815, 0.445995691482)	3.72	0	(31.2255159394, -19.0141971399, 740.352094496)	(0.452593143293, 0.585136733414, 0.967840372721)	(-12.9103253132, 185.489072097, 61.6405839758)	(0.47487285848, 0.444551276154)	3.77	0		
1461957554529782.0	(-27.6302723631, -14.1074096874, 738.920471992)	(0.626056774964, 0.561415578452, 0.963068237304)	(2.7978239891, 174.518298363, 57.1926640256)	(0.505445356148, 0.485380355924)	3.82	0	(31.2208856674, -19.0123806633, 740.376342313)	(0.452609384977, 0.58512460976, 0.967921142578)	(-14.5598352755, 165.127419823, 53.3852866229)	(0.471662445941, 0.520329661989)	3.87	0		
1461957554538133.0	(-27.6291239194, -14.1039920156, 738.888985016)	(0.626055649924, 0.561401255702, 0.962963256836)	(5.1941342521, 178.803246351, 58.9299257816)	(0.510109253118, 0.469433396533)	3.77	0	(31.2150133529, -19.0105989604, 740.31895614)	(0.452620468938, 0.585122933569, 0.967729899088)	(-13.9967156258, 149.732682279, 47.1437432357)	(0.472758435917, 0.57762306558)	4.01	0		
1461957554546495.0	(-27.6360554761, -14.1009107892, 738.942918565)	(0.626072092128, 0.561380680434, 0.963143107096)	(-0.225971144813, 158.159137198, 50.5601109282)	(0.499560196293, 0.546262980281)	3.93	0	(31.2115226689, -19.0070512547, 740.316283368)	(0.452630424001, 0.585105452705, 0.967720947265)	(-13.2120453481, 151.570207097, 47.8887374809)	(0.474285626025, 0.570784491639)	3.96	0		
1461957554554747.0	(-27.6423179446, -14.0972352449, 738.90530632)	(0.626093283359, 0.561365739832, 0.963017781575)	(5.63897818905, 191.044346468, 63.892878691)	(0.510975045132, 0.423876641353)	3.60	0	(31.2027394541, -19.0047372769, 740.276872762)	(0.4526520232, 0.585098881004, 0.967589518229)	(-9.55621218514, 181.614035859, 60.0695142034)	(0.4814009105, 0.458972698702)	3.76	0		
1461957554563095.0	(-27.6511780905, -14.1005224051, 738.899488717)	(0.626119906492, 0.561383041308, 0.962998250325)	(6.52224879213, 191.019387005, 63.8827592868)	(0.512694139338, 0.423969531055)	3.67	0	(31.1937323134, -19.0055693761, 740.282945663)	(0.452679232644, 0.585102448713, 0.967609863281)	(-13.3005755551, 172.361148793, 56.3180831765)	(0.474113321224, 0.493408452575)	3.83	0		
1461957554571451.0	(-27.6588737842, -14.098774066, 738.889012264)	(0.626143361205, 0.561375302967, 0.962963460286)	(-0.159432386271, 188.112406231, 62.7041716963)	(0.499689699521, 0.434788216484)	3.66	0	(31.1835299973, -19.0029545947, 740.253799683)	(0.4527061211, 0.585093094077, 0.967512613932)	(-11.2385421651, 177.817561433, 58.5302960272)	(0.478126620932, 0.47310174383)	3.78	0		
1461957554579801.0	(-27.6615786373, -14.1023756172, 738.894618139)	(0.626150984417, 0.561393025037, 0.962981974284)	(3.03218885168, 192.93568442, 64.6596905872)	(0.505901496402, 0.416837795234)	3.64	0	(31.1750872866, -19.0030752779, 740.225517391)	(0.452727951582, 0.585097383782, 0.967418416341)	(-11.9895394589, 155.375712649, 49.4316171789)	(0.476664967966, 0.556621836067)	3.92	0		
1461957554588055.0	(-27.6658488939, -14.1056208211, 738.869686738)	(0.626165470467, 0.561411854293, 0.962898966471)	(12.990201187, 194.257176571, 65.195467866)	(0.525282602543, 0.411919700147)	3.63	0	(31.1698377977, -19.0046599178, 740.258796936)	(0.452747032308, 0.585101268085, 0.967529296875)	(-12.6491654955, 159.93796409, 51.2813070635)	(0.475381149289, 0.539642857871)	3.91	0		
1461957554596401.0	(-27.6798067946, -14.1098689734, 738.904086883)	(0.626204189781, 0.561430288686, 0.963013712565)	(-3.05538524152, 164.606788025, 53.1742050147)	(0.494053356867, 0.522267257071)	3.83	0	(31.1558157668, -19.0071022946, 740.256689937)	(0.452788157814, 0.585114052293, 0.967522379557)	(-14.1869778292, 157.055133273, 50.1125106766)	(0.472388131901, 0.550371666269)	3.93	0		
1461957554604748.0	(-27.6904147014, -14.1174369454, 738.856632645)	(0.626239104802, 0.56147320212, 0.96285542806)	(0.16154419661, 161.52411764, 51.9243869582)	(0.500314410659, 0.53373979293)	3.88	0	(31.1398614066, -19.006313537, 740.247393287)	(0.452834164154, 0.585111492279, 0.967491251628)	(-9.83784823593, 181.943103415, 60.2029292373)	(0.480852767155, 0.457748033438)	3.70	0		
1461957554613127.0	(-27.7069733483, -14.1266750316, 738.908899026)	(0.626284253603, 0.561515213876, 0.963029581706)	(0.164268537444, 191.018846122, 63.8825399947)	(0.500319712996, 0.423971544018)	3.59	0	(31.1291575554, -19.0103892984, 740.276722906)	(0.452868918916, 0.585128504845, 0.967589111328)	(-13.309469111, 172.462268318, 56.3590804263)	(0.474096011851, 0.493032123864)	3.83	0		
1461957554621474.0	(-27.7148973198, -14.1352011354, 738.905630268)	(0.626308005666, 0.561558753032, 0.963018798828)	(-1.89669063959, 176.855069441, 58.1400694637)	(0.49630850401, 0.476683775806)	3.68	0	(31.1158812379, -19.0101806055, 740.232303711)	(0.452903256234, 0.585133238198, 0.967440999349)	(-11.8753669318, 179.96276561, 59.4000338129)	(0.476887179969, 0.465118103424)	3.73	0		
1461957554629745.0	(-27.726308239, -14.1476494813, 738.903700475)	(0.626342007639, 0.561622050307, 0.963012288411)	(1.04228636276, 165.273662115, 53.4445781572)	(0.502028583812, 0.519785403367)	3.84	0	(31.0985758949, -19.017193488, 740.234318367)	(0.452954558452, 0.585168580592, 0.967447713216)	(-13.0396937448, 175.281352828, 57.5020319206)	(0.474621070952, 0.482540555163)	3.71	0		
1461957554638059.0	(-27.7422149968, -14.1577908719, 738.888416108)	(0.626390228787, 0.561675015229, 0.962961425781)	(2.12121509819, 155.536444484, 49.4967832603)	(0.504128484037, 0.556023652833)	3.89	0	(31.0817465324, -19.02219489, 740.246784263)	(0.453005558249, 0.585192468446, 0.967489217122)	(-11.6184242746, 161.657225199, 51.9783532312)	(0.477387262992, 0.533244416824)	3.83	0		
1461957554646435.0	(-27.75887547, -14.1727305688, 738.906739194)	(0.626438263065, 0.561749066159, 0.963022460937)	(-5.88277518609, 189.710430462, 63.3520643637)	(0.488550457014, 0.428840973346)	3.63	0	(31.0613319201, -19.0271110041, 740.223214614)	(0.453063245519, 0.58522051232, 0.967410685221)	(-12.998876649, 161.118693232, 51.7600142938)	(0.474700512555, 0.535248629578)	3.80	0		
1461957554654788.0	(-27.7727007829, -14.1837161637, 738.891066313)	(0.626480384723, 0.561806308912, 0.962970174153)	(0.101734306227, 192.450830797, 64.4631146523)	(0.50019800371, 0.418642237449)	3.66	0	(31.0459929553, -19.0306651573, 740.235604127)	(0.453109826492, 0.585237095543, 0.967451985677)	(-6.26826745192, 171.842813405, 56.10793261)	(0.487800180125, 0.495337501285)	3.77	0		
1461957554663060.0	(-27.7899417337, -14.1961246013, 738.968908849)	(0.626525686604, 0.561861904154, 0.963229777018)	(2.52192993299, 175.235637885, 57.4834975481)	(0.504908388348, 0.482710688929)	3.71	0	(31.0337025725, -19.0331083495, 740.224554339)	(0.453144889334, 0.58525098294, 0.967415161133)	(-6.83765075781, 161.265940173, 51.8197131463)	(0.486691999304, 0.534700632033)	3.85	0		
1461957554671408.0	(-27.8069361094, -14.2077312986, 738.949140068)	(0.626577470932, 0.56192272154, 0.963163859049)	(-5.62710594728, 195.917216116, 65.8685036239)	(0.489048061605, 0.40574165941)	3.58	0	(31.0141595482, -19.0379323717, 740.261897626)	(0.453206554638, 0.585270888204, 0.967539672851)	(-13.4363714176, 153.563708094, 48.6969697051)	(0.4738490241, 0.563365433219)	3.89	0		
1461957554679746.0	(-27.8263140949, -14.2158730593, 738.928805389)	(0.626636281145, 0.561966110497, 0.963096110026)	(-2.62655875435, 159.014698917, 50.9069843691)	(0.494887974398, 0.543078902431)	3.81	0	(30.991898089, -19.0365121837, 740.244375151)	(0.453270261519, 0.585266281314, 0.967481282552)	(-7.98036181454, 175.817401679, 57.7193641193)	(0.484467960657, 0.48054558363)	3.70	0		
1461957554688100.0	(-27.8448971177, -14.2222072323, 738.962619448)	(0.626688703599, 0.561995189888, 0.963208821614)	(-4.56597555852, 178.172976797, 58.6743933466)	(0.491113321217, 0.471779021969)	3.70	0	(30.9728536743, -19.0382599556, 740.295435987)	(0.453331885746, 0.585268955597, 0.967651367188)	(-8.67538453933, 173.183824633, 56.6516235784)	(0.483115250021, 0.490346763554)	3.73	0		
1461957554696457.0	(-27.8572338572, -14.2249210402, 738.938818356)	(0.626726913776, 0.562011361075, 0.963129475911)	(-4.32262763191, 189.99609534, 63.4678824948)	(0.491586945053, 0.427777836472)	3.58	0	(30.9556316337, -19.0365861867, 740.308464669)	(0.453384014398, 0.585259150784, 0.967694905599)	(-9.17684454619, 173.003803569, 56.5786369958)	(0.482139267135, 0.49101673402)	3.75	0		
1461957554704741.0	(-27.8703119238, -14.2239957804, 738.908984368)	(0.626767706959, 0.56200971775, 0.963029988607)	(3.53578914912, 170.753233022, 55.6661801468)	(0.506881644899, 0.49939250829)	3.72	0	(30.9422259401, -19.0334997378, 740.307706177)	(0.453423400773, 0.585243905505, 0.967692260742)	(-4.48230898297, 181.296146765, 59.9406312936)	(0.491276160017, 0.460155761946)	3.61	0		
1461957554713074.0	(-27.8918554977, -14.2307935216, 739.01372192)	(0.626823597248, 0.562034421685, 0.9633791097)	(1.16500271572, 185.752393756, 61.7473434156)	(0.502267424515, 0.443571292311)	3.63	0	(30.922004086, -19.0310571073, 740.310277482)	(0.453483238051, 0.585231589563, 0.967701009115)	(-9.85323426633, 171.005828522, 55.7685908416)	(0.480822821591, 0.498452443165)	3.71	0		
1461957554721414.0	(-27.9089522942, -14.2302388737, 738.968932331)	(0.626877366303, 0.562036138077, 0.963229777018)	(-5.53618719058, 178.468184359, 58.7940804023)	(0.489225015199, 0.470680370825)	3.69	0	(30.899413857, -19.027992689, 740.296986324)	(0.453548348743, 0.585218172475, 0.967656656901)	(-8.42709977451, 173.926304997, 56.9526500425)	(0.483598482338, 0.487583531829)	3.70	0		
1461957554729769.0	(-27.923173632, -14.2316258938, 738.984017121)	(0.626918227975, 0.562041921575, 0.963280029297)	(1.89739124926, 162.860954814, 52.4663856249)	(0.503692859574, 0.528764589453)	3.77	0	(30.8849155597, -19.021860277, 740.338207632)	(0.45359541058, 0.585182323893, 0.967793986003)	(-9.0086486794, 163.534258384, 52.7393654943)	(0.482466623823, 0.526258807653)	3.71	0		
1461957554738128.0	(-27.9291661764, -14.2320027383, 738.979669026)	(0.626936239516, 0.562044329449, 0.96326558431)	(-6.97974403874, 199.216685284, 67.2062191844)	(0.486415445623, 0.393462280297)	3.50	0	(30.8763574764, -19.015085771, 740.372321634)	(0.453624196639, 0.58514404641, 0.967907714844)	(-11.2059172504, 169.677239468, 55.2299362399)	(0.478190118236, 0.503396950248)	3.77	0		
1461957554746386.0	(-27.9422449092, -14.2288404803, 739.061101848)	(0.626968718745, 0.562020770382, 0.963536987305)	(1.42884337909, 211.755469622, 72.2898632699)	(0.502780933007, 0.346797656784)	3.34	0	(30.8671282378, -19.0030350272, 740.400334208)	(0.453654242175, 0.58507997423, 0.968001098633)	(-5.26637316734, 169.639176673, 55.2145043051)	(0.489750149538, 0.503538605608)	3.74	0		
1461957554754729.0	(-27.9532955889, -14.2267073588, 739.033974954)	(0.627003312522, 0.562012733182, 0.963446655273)	(6.9267112849, 191.502000683, 64.0784270725)	(0.513481337651, 0.422173425074)	3.56	0	(30.8539973603, -18.9902955974, 740.419491927)	(0.453694827405, 0.585013609031, 0.968064982096)	(-1.55964313751, 175.319578357, 57.5175298333)	(0.496964493699, 0.482398294168)	3.72	0		
1461957554763087.0	(-27.9715307517, -14.2197345916, 739.083786273)	(0.627053297575, 0.561973003017, 0.963612670898)	(3.10690677691, 203.094569018, 68.778443427)	(0.5060469186, 0.379030260446)	3.41	0	(30.8338191938, -18.9798063148, 740.405828537)	(0.453752696857, 0.584962803157, 0.96801940918)	(-11.3712817228, 165.184478813, 53.4084202525)	(0.47786827224, 0.520117309964)	3.73	0		
1461957554771438.0	(-27.9830067947, -14.2135408311, 739.109667262)	(0.627085132987, 0.561939394871, 0.963698933919)	(0.19075121569, 165.715891264, 53.6238726993)	(0.500371255772, 0.51813959336)	3.84	0	(30.8233705332, -18.9685971769, 740.474235866)	(0.453790654045, 0.584897936815, 0.968247477213)	(-8.88544794438, 159.077044, 50.9322611589)	(0.48270640727, 0.542846877558)	3.79	0		
1461957554779723.0	(-27.9899441592, -14.2024391764, 739.122287133)	(0.627104492291, 0.561882173499, 0.963741048177)	(-0.210342230791, 193.958924601, 65.0745465056)	(0.499590614576, 0.413029681424)	3.62	0	(30.8150811173, -18.9569466144, 740.507967676)	(0.453818537786, 0.584835166947, 0.968359985352)	(-6.70671903881, 170.058841301, 55.3846504329)	(0.48694682943, 0.501976772233)	3.72	0		
1461957554788040.0	(-27.9966309516, -14.1920651649, 739.08828444)	(0.627126602231, 0.561833060128, 0.963627522786)	(2.68369690942, 149.685896105, 47.1247745502)	(0.505223232599, 0.577797186064)	3.88	0	(30.8040028295, -18.9456859638, 740.48893342)	(0.453849010198, 0.584781010944, 0.968296508789)	(-11.7352646414, 158.894815858, 50.8583797529)	(0.477159858619, 0.543525061934)	3.78	0		
1461957554796393.0	(-28.008251276, -14.1806511229, 739.140867288)	(0.627156789181, 0.561770532948, 0.963802897135)	(-1.52665420987, 180.101785124, 59.4563969909)	(0.497028699475, 0.464600725254)	3.73	0	(30.7906731008, -18.9312000424, 740.498396318)	(0.453889118337, 0.584707080658, 0.96832804362)	(-10.319089684, 182.996166376, 60.629876312)	(0.479916135298, 0.453828930494)	3.66	0		
1461957554804758.0	(-28.0195401967, -14.1688935575, 739.078832611)	(0.627194551631, 0.561717148998, 0.963596191406)	(4.51802197568, 192.249897095, 64.3816493842)	(0.508793347559, 0.419390036862)	3.57	0	(30.7798659085, -18.9183294151, 740.52404959)	(0.453923539546, 0.584639225139, 0.968413492838)	(-7.56396806787, 175.993735867, 57.7908559187)	(0.485278380561, 0.479889334325)	3.72	0		
1461957554813125.0	(-28.0267789978, -14.1572136787, 739.164719096)	(0.6272093162, 0.561650063489, 0.963882446289)	(6.02295025828, 188.003835582, 62.6601535107)	(0.51172236329, 0.435192275466)	3.64	0	(30.7760679125, -18.9069952248, 740.5459677)	(0.453936929249, 0.584579469692, 0.968486531575)	(-11.9063416794, 159.633575899, 51.1578978729)	(0.476826894357, 0.54077567585)	3.78	0		
1461957554821381.0	(-28.0266610196, -14.1464711847, 739.131837593)	(0.62721126383, 0.561598873649, 0.963772786458)	(3.97675723885, 174.094612835, 57.0208876897)	(0.507739893419, 0.486957153573)	3.75	0	(30.7729253749, -18.896279433, 740.578228687)	(0.453949497309, 0.584521531091, 0.968594156901)	(-9.30679261192, 176.678430166, 58.0684539719)	(0.481886351475, 0.47734116053)	3.70	0		
1461957554829730.0	(-28.0304271683, -14.1357751349, 739.144792411)	(0.627221246306, 0.561543631682, 0.963815917969)	(3.19539635537, 192.320294699, 64.4101909362)	(0.506219144327, 0.419128043545)	3.56	0	(30.766943984, -18.8814943426, 740.555592719)	(0.453964527665, 0.584449994984, 0.968518676758)	(-8.87473964761, 171.388358433, 55.9236813087)	(0.482727248642, 0.497028811192)	3.75	0		
1461957554838068.0	(-28.0410407341, -14.1286952779, 739.182165951)	(0.627249658219, 0.561504461566, 0.963940633138)	(2.44327495796, 214.605494583, 73.4453590618)	(0.504755303538, 0.3361909394)	3.44	0	(30.758532838, -18.8725339702, 740.564478018)	(0.453990146426, 0.584403895788, 0.968548177083)	(-6.2356888245, 183.443964689, 60.8114287803)	(0.48786358734, 0.452162394159)	3.69	0		
1461957554846423.0	(-28.0452634282, -14.1257846358, 739.161563668)	(0.627263612302, 0.561491759306, 0.963871866862)	(8.41788575249, 194.102844824, 65.1328965953)	(0.516383584571, 0.412494064665)	3.63	0	(30.7518733045, -18.8668872503, 740.582130522)	(0.454011578361, 0.584373364534, 0.968607177734)	(-4.46901108209, 166.505681671, 53.9440802429)	(0.491302041491, 0.51520029151)	3.80	0		
1461957554854782.0	(-28.0484219304, -14.1231434631, 739.163013203)	(0.627272782327, 0.561478317317, 0.963876749674)	(-2.17879991632, 185.478372065, 61.6362458234)	(0.495759439633, 0.444591097638)	3.72	0	(30.7537797293, -18.8622307459, 740.608112645)	(0.45400867379, 0.58434665176, 0.968693644206)	(-10.7782485591, 181.312483429, 59.9472547256)	(0.479022482368, 0.460094963047)	3.70	0		
1461957554863047.0	(-28.0490486805, -14.121999614, 739.172758472)	(0.62727388539, 0.561471622745, 0.963909098307)	(1.70492771667, 182.898426527, 60.5902492961)	(0.50331827115, 0.454192681329)	3.70	0	(30.7519419595, -18.8629289883, 740.593586609)	(0.454012548751, 0.584352004961, 0.968645222982)	(-6.56420772627, 164.559859807, 53.1551787399)	(0.487224196718, 0.522441906187)	3.82	0		
1461957554871380.0	(-28.0530432835, -14.1233180172, 739.215001446)	(0.627282530286, 0.561474350759, 0.964050089518)	(-4.13244029497, 184.473810348, 61.228962781)	(0.491957103357, 0.448329697255)	3.75	0	(30.7511715986, -18.8622289024, 740.665737484)	(0.454022495243, 0.584339506845, 0.968885701497)	(-11.8555067257, 173.170597197, 56.646260732)	(0.476925833543, 0.490395991078)	3.70	0		
1461957554879741.0	(-28.0622990545, -14.12349761, 739.208817519)	(0.62731029999, 0.561475978897, 0.964029337565)	(2.9395466212, 149.496064036, 47.0478102571)	(0.505721188441, 0.578503669386)	3.99	0	(30.7419087863, -18.8602812281, 740.625742109)	(0.454045498805, 0.584334822635, 0.968752441406)	(-5.1047610739, 171.946403417, 56.1499314784)	(0.490064692343, 0.494951978352)	3.79	0		
1461957554888092.0	(-28.0703294397, -14.1240601169, 739.217151743)	(0.627333374318, 0.561478151639, 0.964057210286)	(-2.66455097277, 155.345437845, 49.4193427571)	(0.494814030804, 0.556734507462)	3.89	0	(30.7422037888, -18.8594360797, 740.641727103)	(0.454046321816, 0.584328572371, 0.968805745443)	(-5.96315838343, 174.827638982, 57.3180810968)	(0.488394008596, 0.484229106877)	3.69	0		
1461957554896368.0	(-28.0772308525, -14.1243886885, 739.291645641)	(0.627348161885, 0.561472869164, 0.964305419922)	(2.21317102833, 149.063684541, 46.8725090952)	(0.504307456264, 0.580112822698)	3.96	0	(30.7442534255, -18.862887735, 740.700335174)	(0.454046566686, 0.584338622446, 0.969001057943)	(-4.84775691022, 179.515698384, 59.2187777518)	(0.490564895075, 0.466781918929)	3.73	0		
1461957554904688.0	(-28.0809986896, -14.1094761174, 739.355178698)	(0.62735429645, 0.561391553511, 0.964517211914)	(-0.853934195584, 149.594482614, 47.0877124526)	(0.498338002733, 0.578137392577)	4.02	0	(30.7473503337, -18.8587233548, 740.806763645)	(0.4540487265, 0.584304362033, 0.969355875651)	(-11.6914760601, 175.76816278, 57.6994010171)	(0.477245083573, 0.480728832227)	3.73	0		
1461957554913049.0	(-28.1108935536, -14.0765517195, 739.504208083)	(0.627430811781, 0.561211561466, 0.965014038086)	(-5.9215135956, 146.918638917, 46.0028355924)	(0.488475061122, 0.588095873028)	4.00	0	(30.7273557166, -18.8282322406, 740.853323887)	(0.454112203337, 0.584145392928, 0.969511108398)	(-9.57239089935, 163.597790545, 52.7651235654)	(0.48136942215, 0.526022364922)	3.76	0		
