Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1460657933601883.0	(8.20708300896, -31.5699996866, 766.65626756)	(0.521533086686, 0.643458620421, 1.05552083333)	(333.257905817, 29.6493739662, -1.54206103506)	(1.14861406348, 1.02452782298)	5.02	3	(8.20280294927, -31.5709914945, 766.656265242)	(0.521545376293, 0.64346352548, 1.05552083333)	(221.564926722, 21.215326363, -4.96150705623)	(0.931227961701, 1.05591616538)	5.01	1	1460657935602331	1460657935817084	lighttest
1460657933610122.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460657945823279	1460657946039466	
1460657933618446.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460657956040151	1460657956255034	
1460657933626809.0	(8.21788036638, -31.5845851085, 766.685655665)	(0.521503331535, 0.643523746164, 1.05561889648)	(321.730653598, 33.221883074, -0.0936459170753)	(1.12617877306, 1.01123229224)	4.96	3	(8.21865008801, -31.5847117226, 766.68565316)	(0.521501125262, 0.643524350446, 1.05561889648)	(210.420398201, 24.5854095534, -3.5951622004)	(0.909537559754, 1.04337398752)	4.95	1	1460657966251575	1460657966468361	
1460657933635164.0	(8.62225698018, -31.8373819568, 773.740128969)	(0.520600065952, 0.643369107375, 1.07913370768)	(351.021324437, 29.8664175487, -1.45406428077)	(1.18318669606, 1.02372006867)	5.07	3	(8.22192187426, -31.5844514559, 766.617902505)	(0.521489365406, 0.643536288905, 1.05539306641)	(230.161195852, 26.0486224478, -3.00192657438)	(0.947958730735, 1.0379284613)	5.01	1			
1460657933643520.0	(8.31612760847, -31.945484288, 775.434713862)	(0.521532095942, 0.643567406732, 1.08478230794)	(339.94661793, 32.4773892609, -0.395488700839)	(1.16163218748, 1.01400301726)	5.12	3	(8.22516993544, -31.5924079102, 766.654560566)	(0.521481434384, 0.643567822281, 1.05551513672)	(219.117229588, 23.2722619312, -4.12755632756)	(0.926464051359, 1.04826102742)	5.05	1			
1460657933651791.0	(8.33169427451, -31.9601312568, 775.744781509)	(0.521498783346, 0.643577675889, 1.08581604004)	(344.590564431, 32.0010381248, -0.588617442086)	(1.17067061976, 1.01577581643)	5.11	3	(8.23549362829, -31.5913044397, 766.570889515)	(0.521448874712, 0.643578654619, 1.05523620605)	(223.045319307, 22.7608790257, -4.3348881241)	(0.934109224031, 1.05016420162)	5.04	1			
1460657933660119.0	(8.34372711829, -31.991384287, 776.397391028)	(0.521487623332, 0.643601656578, 1.08799133301)	(332.313711194, 30.3285241684, -1.26671074466)	(1.14677639391, 1.02200028222)	5.11	3	(8.23993736576, -31.5958189374, 766.55926269)	(0.521435777464, 0.643602853783, 1.05519755046)	(211.739262845, 21.3010693205, -4.92674398297)	(0.912104443061, 1.05559706245)	5.04	1			
1460657933668478.0	(8.34867464227, -31.9991931604, 776.469484599)	(0.521476170877, 0.643625205228, 1.08823160807)	(343.910794391, 33.976278995, 0.212211513639)	(1.16934759516, 1.00842471531)	5.14	3	(8.24302107791, -31.5978063084, 766.482878033)	(0.521424277131, 0.643627448478, 1.0549428304)	(221.927941461, 24.6243146842, -3.57938875437)	(0.931934490971, 1.0432291973)	5.06	1			
1460657933676829.0	(8.24514313207, -31.6037343282, 766.54913137)	(0.521420590055, 0.643643319363, 1.05516377767)	(340.770114038, 36.2935522054, 1.15171186178)	(1.16323494363, 0.9998006989)	5.04	3	(8.24530447179, -31.6038423835, 766.549129122)	(0.52142012852, 0.64364384357, 1.05516377767)	(227.839128857, 27.320631088, -2.48621157155)	(0.943439332147, 1.03319452517)	5.02	1			
1460657933685118.0	(8.35966710905, -32.0228364695, 776.841796399)	(0.521458170728, 0.643666748016, 1.08947265625)	(356.713631501, 29.8236611546, -1.47139915825)	(1.19426553426, 1.02387919183)	5.14	3	(8.25171844661, -31.6113820736, 766.612963721)	(0.521404066305, 0.643667965445, 1.05537658691)	(232.609536402, 20.5820526983, -5.21825745832)	(0.952723893348, 1.05827297098)	5.06	1			
1460657933693429.0	(8.3755758149, -32.0702023564, 777.980061139)	(0.521453094265, 0.643674134347, 1.09326680501)	(343.921781268, 34.1222768069, 0.27140392761)	(1.16936897872, 1.00788136655)	5.12	3	(8.25453995489, -31.609193052, 766.516878491)	(0.521392570864, 0.643676079088, 1.05505635579)	(220.674955232, 24.6374998072, -3.5740430629)	(0.929495825676, 1.04318012725)	5.03	1			
1460657933701787.0	(-60.2272703704, -30.2866748242, 851.401392001)	(0.704944501245, 0.623875210508, 1.33800455729)	(196.928666938, 78.4842970711, 18.257256133)	(0.883278837949, 0.842782668139)	5.40	0	(8.25704950107, -31.6153811875, 766.512654891)	(0.521385302658, 0.643707018613, 1.05504211426)	(214.095009602, 27.6937820823, -2.33492363213)	(0.916689391984, 1.03180579798)	5.00	0			
1460657933710146.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(8.24469833397, -31.6084298742, 766.271636607)	(0.521412188014, 0.643720599629, 1.05423868815)	(218.555864591, 23.1248652537, -4.18731588859)	(0.925371476432, 1.04880958223)	5.05	0			
1460657933718504.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(8.23627263152, -31.622619467, 766.469516828)	(0.521443488355, 0.643751099993, 1.05489847819)	(220.628969249, 26.8275918148, -2.68610624377)	(0.929406323957, 1.03502943128)	5.03	0			
