Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	task	soundtime	presstime	iti_mean	iti_range	trialvec
1461697852072101.0	(65.3253358353, 2.59640948323, 650.98527374)	(0.33085695854, 0.474060379386, 0.669950968424)	(99.5117089545, 171.357483563, 55.9111635999)	(0.693677907658, 0.497143715807)	3.55	1	(65.3119186783, 2.60814512002, 650.984954888)	(0.330900343395, 0.473993636872, 0.669949951172)	(-3.74456544498, 174.787282803, 57.3017193472)	(0.492712017429, 0.484379297345)	3.59	3						
1461697852080424.0	(65.3398387994, 2.60274792602, 650.988156906)	(0.330810511836, 0.47402412386, 0.669960530599)	(98.7162307162, 171.650099734, 56.0298000187)	(0.692129682203, 0.496054708843)	3.56	1	(65.3274456169, 2.61367799503, 650.98775551)	(0.330850556735, 0.473961959275, 0.669959106445)	(-4.60688267231, 175.161420017, 57.453407133)	(0.491033704413, 0.482986899825)	3.59	3						
1461697852088772.0	(65.356943503, 2.60960876978, 651.051324988)	(0.330771259562, 0.47398625836, 0.670171101888)	(96.8596425216, 172.282124301, 56.2860439947)	(0.688516236904, 0.493702551912)	3.54	1	(65.3403801408, 2.6195369676, 651.051076891)	(0.330824901761, 0.473929867865, 0.670170288086)	(-5.81001099709, 175.944969018, 57.7710842012)	(0.488692076689, 0.480070826131)	3.58	3						
1461697852097140.0	(65.358912428, 2.61801196779, 651.05983762)	(0.330766979926, 0.47393852823, 0.67019938151)	(96.3035919376, 170.920494812, 55.7339936913)	(0.687434005328, 0.498770023028)	3.56	1	(65.3435473237, 2.62824803518, 651.059512546)	(0.330816704969, 0.473880366248, 0.670198364258)	(-6.50824895341, 174.647972851, 57.2452384159)	(0.487333108304, 0.484897756417)	3.60	3						
1461697852105490.0	(65.3551400692, 2.62568117507, 651.072624298)	(0.330782471813, 0.473895156831, 0.67024210612)	(97.7786010046, 175.29197255, 57.5063375126)	(0.69030478981, 0.482501032563)	3.52	1	(65.3389967805, 2.63578485898, 651.072340526)	(0.330834736648, 0.473837761475, 0.670241088867)	(-4.98459233791, 178.68780354, 58.8831213904)	(0.490298574663, 0.469863031114)	3.56	3						
1461697852113760.0	(65.3448230217, 2.63025172013, 651.036608231)	(0.330806592058, 0.473868391444, 0.670122070312)	(99.9835714146, 176.922662425, 58.1674739286)	(0.694596285353, 0.476432220225)	3.54	1	(65.329796998, 2.64091259559, 651.036274176)	(0.330855209682, 0.473807801069, 0.670120849609)	(-3.04554092148, 180.03668111, 59.430001638)	(0.494072516696, 0.464843017826)	3.57	3						
1461697852122077.0	(65.3442091466, 2.63413259592, 651.043720556)	(0.330810390218, 0.47384644223, 0.670145670573)	(98.4395946735, 172.219394371, 56.260611175)	(0.691591270287, 0.493936009041)	3.55	1	(65.3295139409, 2.64498985855, 651.043393131)	(0.330857932124, 0.473784728854, 0.67014465332)	(-4.59141072784, 175.699582125, 57.6715961172)	(0.49106381719, 0.480984063547)	3.58	3						
1461697852130450.0	(65.3389823494, 2.63505050019, 651.050180597)	(0.330829039567, 0.473841428006, 0.670167236328)	(99.3032582849, 171.735676996, 56.0644959135)	(0.693272203746, 0.495736222567)	3.57	1	(65.3260593075, 2.6446046819, 651.049769226)	(0.330870815744, 0.473787118942, 0.670165812174)	(-4.0212235115, 175.285531394, 57.5037260517)	(0.492173562648, 0.482525004115)	3.61	3						
1461697852138803.0	(65.325326803, 2.63126684962, 651.071212003)	(0.330878907803, 0.473863664669, 0.670237426758)	(99.0523517279, 172.432575756, 56.3470420649)	(0.69278386868, 0.493142628374)	3.55	1	(65.3132459435, 2.64114476298, 651.070805321)	(0.330917944354, 0.473807501224, 0.670236002604)	(-4.32727552234, 175.977140897, 57.7841277609)	(0.491577898944, 0.479951094539)	3.59	3						
1461697852147161.0	(65.3127949915, 2.62908877886, 651.110108834)	(0.330929740139, 0.473877151445, 0.67036702474)	(99.417235341, 169.458636295, 55.1413071754)	(0.693494035307, 0.504210508763)	3.60	1	(65.2981797925, 2.63884547262, 651.109763661)	(0.330977026038, 0.473821716081, 0.670365804036)	(-3.7580997866, 173.155939086, 56.6403178415)	(0.492685675775, 0.490450543037)	3.64	3						
1461697852155428.0	(65.3019866091, 2.62312902959, 651.113959881)	(0.330965920083, 0.47391135106, 0.670379842122)	(101.561605526, 176.364449547, 57.9411556892)	(0.697667585687, 0.478509677903)	3.57	1	(65.2882248788, 2.63302092297, 651.11358772)	(0.33101042448, 0.473855133828, 0.670378621419)	(-1.80188851394, 179.426576835, 59.1826448842)	(0.496493015738, 0.467113595702)	3.60	3						
1461697852163763.0	(65.2937470972, 2.62029050502, 651.130756028)	(0.330997076883, 0.473928028215, 0.670435791016)	(103.288717843, 172.327031228, 56.3042507702)	(0.701029034338, 0.493535425278)	3.56	1	(65.2814752377, 2.63016066263, 651.13032843)	(0.331036725976, 0.47387191592, 0.670434366862)	(-0.437799324653, 175.648428769, 57.6508568294)	(0.499147918792, 0.481174437035)	3.60	3						
1461697852172117.0	(65.2812175801, 2.6188272844, 651.108409269)	(0.331032004069, 0.473936007923, 0.670361328125)	(103.826670857, 177.36367897, 58.3462768404)	(0.702076042929, 0.474790923073)	3.49	1	(65.2639333371, 2.62898909093, 651.108183743)	(0.3310879881, 0.473878300175, 0.670360514323)	(0.729784516587, 180.281885728, 59.5294158212)	(0.501420366906, 0.463930458774)	3.53	3						
1461697852180469.0	(65.2715488899, 2.61618771271, 651.15466877)	(0.331075439795, 0.473952255111, 0.67051554362)	(99.4793055316, 175.189407808, 57.4647543232)	(0.693614841439, 0.482882739827)	3.50	1	(65.2542828562, 2.62666217296, 651.1544262)	(0.331131353816, 0.473892768656, 0.670514729818)	(-3.30421868018, 178.415870735, 58.7728707029)	(0.493569056675, 0.470875062393)	3.54	3						
1461697852188756.0	(65.256131816, 2.61347540393, 651.165297219)	(0.331128310418, 0.473968159298, 0.67055094401)	(99.7413225517, 173.716031585, 56.8673981424)	(0.694124800607, 0.488366090119)	3.48	1	(65.2368478001, 2.62447549231, 651.165139138)	(0.331190795642, 0.473905705656, 0.670550537109)	(-2.84312547515, 177.006845788, 58.2016046898)	(0.494466474357, 0.476118921519)	3.52	3						
1461697852197098.0	(65.2462853146, 2.61295446912, 651.166085039)	(0.331160508483, 0.473971272862, 0.670553588867)	(98.3674547464, 171.727655197, 56.0612436067)	(0.691450865602, 0.495766076678)	3.45	1	(65.2311232714, 2.62219230736, 651.165763153)	(0.331209579677, 0.473918806934, 0.670552571615)	(-4.62530656645, 175.479239283, 57.5822617323)	(0.490997846309, 0.481804096454)	3.49	3						
1461697852205432.0	(65.2340885678, 2.61647091315, 651.157221681)	(0.33119779631, 0.473951180054, 0.670524088541)	(94.9425487653, 168.807574118, 54.8773447133)	(0.684785030684, 0.506633516492)	3.45	1	(65.216092354, 2.62729753008, 651.157018626)	(0.331256088672, 0.473889696801, 0.67052347819)	(-7.48950759692, 172.765958205, 56.4822065013)	(0.48542330168, 0.491901904706)	3.49	3						
1461697852213788.0	(65.2175214165, 2.62262240647, 651.145193233)	(0.331248434166, 0.473916049467, 0.670484008789)	(90.6815438841, 162.510898735, 52.3244611396)	(0.676491911024, 0.530067366077)	3.48	1	(65.1980177609, 2.63289452229, 651.145052036)	(0.331311646785, 0.473857746336, 0.670483601888)	(-11.3733936345, 167.118058553, 54.1923583878)	(0.477864161863, 0.512921255849)	3.52	3						
1461697852222145.0	(65.1896937503, 2.62864564018, 651.092720574)	(0.331325183674, 0.473880846524, 0.670309041341)	(92.5619651449, 157.013604422, 50.0956734861)	(0.680151742205, 0.550526220983)	3.48	1	(63.7756525313, 2.58088847678, 636.501759017)	(0.332154850517, 0.473828611608, 0.621672566732)	(-13.3750773173, 155.273084643, 49.39000834)	(0.473968319741, 0.557003778777)	3.44	3						
1461697852230417.0	(65.1590269752, 2.64033849334, 651.078433921)	(0.33142099086, 0.473814250627, 0.670261433919)	(93.3571228196, 155.67055632, 49.5511567007)	(0.681699343751, 0.555524539189)	3.46	1	(65.1435078119, 2.65111910585, 651.078154959)	(0.331471221408, 0.473752988609, 0.670260416666)	(-9.45476881298, 160.732286496, 51.6033520316)	(0.48159834797, 0.536686689631)	3.50	3						
1461697852238734.0	(65.1197747841, 2.64057769608, 651.114677644)	(0.331557896112, 0.473814241195, 0.670382283529)	(90.9051040228, 163.256717315, 52.6268410285)	(0.676927022232, 0.527291710772)	3.53	1	(65.1068752137, 2.64875082311, 651.114289843)	(0.331599614497, 0.473767809331, 0.670381062825)	(-11.8991733899, 168.09038717, 54.5865730492)	(0.476840845874, 0.509302615667)	3.57	3						
1461697852247104.0	(65.1070602443, 2.6521641143, 651.143259877)	(0.331606469177, 0.473749034269, 0.670477498372)	(90.8786855194, 171.674239952, 56.0395872733)	(0.676875604358, 0.495964868063)	3.40	1	(65.0934881091, 2.65995831724, 651.142868409)	(0.33165037443, 0.47370477263, 0.670476277669)	(-11.6759814009, 176.017475451, 57.8004807429)	(0.477275240559, 0.479800984552)	3.43	3						
1461697852255457.0	(65.0922861907, 2.66790246326, 651.12990714)	(0.331650839643, 0.473659199679, 0.670432942708)	(95.5595938777, 168.232811183, 54.6443165251)	(0.685985974849, 0.508772567238)	3.46	1	(65.0792001861, 2.67513560705, 651.129535912)	(0.331693177664, 0.473618129342, 0.670431722005)	(-7.45365907075, 172.656805208, 56.4379522121)	(0.485493073042, 0.49230813097)	3.50	3						
1461697852263739.0	(65.0732938696, 2.68280629593, 651.127692738)	(0.331711804941, 0.473574437915, 0.670425618489)	(91.1275522932, 166.737671498, 54.0381367064)	(0.67735996943, 0.514336912921)	3.43	1	(63.5902261205, 2.63142630078, 635.774883014)	(0.332576625256, 0.473518740057, 0.619249674479)	(-14.7140245241, 163.552511233, 52.746765812)	(0.471362350089, 0.526190877437)	3.39	3						
1461697852272060.0	(65.0546752701, 2.69245684115, 651.096123395)	(0.331764026799, 0.473518911991, 0.67032043457)	(87.4299399866, 158.902383014, 50.8614477318)	(0.670163370935, 0.543496899837)	3.45	1	(65.033353782, 2.70339040594, 651.096102118)	(0.331833172613, 0.473456859534, 0.67032043457)	(-14.2111470791, 163.908885203, 52.8912517827)	(0.472341091711, 0.524864588005)	3.49	3						
1461697852280417.0	(65.0416536867, 2.69952759864, 651.047242354)	(0.331793621531, 0.473477599939, 0.670157470703)	(93.1390990565, 164.342447856, 53.0670326367)	(0.681275007895, 0.523251031424)	3.51	1	(65.0232370002, 2.70919192696, 651.047109338)	(0.33185331833, 0.473422738626, 0.670157063802)	(-9.15311959985, 168.789084517, 54.8698484081)	(0.482185442585, 0.506702327813)	3.55	3						
1461697852288773.0	(64.9976854712, 2.74189186169, 651.047271718)	(0.331936018815, 0.473236655975, 0.670157470703)	(82.958340712, 144.889954675, 45.1803388997)	(0.661460375072, 0.595645870206)	3.37	1	(65.0053357227, 2.7418964222, 651.047272585)	(0.331911162439, 0.473236532233, 0.670157674154)	(-24.4483035742, 152.584209139, 48.299847948)	(0.452416692148, 0.567010758693)	3.41	3						
1461697852297140.0	(65.0085789588, 2.70434193752, 650.946138347)	(0.331874909454, 0.473448146563, 0.669820556641)	(87.955494984, 155.780866942, 49.5958803301)	(0.671186249482, 0.55511400468)	3.47	1	(64.9935731746, 2.71263819278, 650.945831177)	(0.331923499608, 0.473401029275, 0.669819335937)	(-14.4918482728, 161.310447751, 51.8377580124)	(0.471794767861, 0.534534991624)	3.51	3						
1461697852305402.0	(64.9947571464, 2.70474630935, 650.943203668)	(0.331919060738, 0.473445947179, 0.669810587565)	(87.0067102517, 158.135376836, 50.5504776796)	(0.669339646266, 0.546351407383)	3.48	1	(64.9785585522, 2.71315896239, 650.94298168)	(0.331971547834, 0.473398183296, 0.669809977213)	(-15.1860945763, 163.460385175, 52.7094148156)	(0.47044356836, 0.526533735858)	3.51	3						
1461697852313729.0	(64.98630032, 2.70431432692, 650.924654973)	(0.331941754405, 0.473448072232, 0.669748942057)	(89.0703853195, 155.35900136, 49.4248418614)	(0.673356141143, 0.556684029177)	3.44	1	(64.9715356608, 2.71227310854, 650.92434021)	(0.331989563991, 0.473402874328, 0.669747721354)	(-13.4761235555, 160.926588031, 51.6821283964)	(0.473771655205, 0.535963572641)	3.48	3						
1461697852322089.0	(64.9858513859, 2.70299502078, 650.933395067)	(0.331945485649, 0.473455810454, 0.669778035482)	(90.2746994117, 155.343017379, 49.4183614189)	(0.675700076706, 0.556743515523)	3.53	1	(64.9713394498, 2.7105191436, 650.933053882)	(0.331992471498, 0.473413087572, 0.669776814779)	(-12.4273890624, 160.853212898, 51.6523796541)	(0.475812788902, 0.536236647199)	3.57	3						
1461697852330443.0	(64.9816194044, 2.70324855294, 650.913245521)	(0.331954029911, 0.47345393459, 0.66971089681)	(90.0961695964, 156.052344122, 49.7059462921)	(0.675352607233, 0.554103669064)	3.52	1	(64.9662703752, 2.71133971541, 650.912928833)	(0.33200373715, 0.473407988519, 0.669709676107)	(-12.4881748155, 161.424077586, 51.8838273622)	(0.475694482648, 0.534112104257)	3.56	3						
1461697852338798.0	(62.8571446867, 2.68021012213, 636.792980972)	(0.335264372849, 0.473269016038, 0.622643229166)	(84.0952526691, 139.003910246, 42.793938899)	(0.663673127032, 0.617551506343)	3.36	1	(62.8649628094, 2.68021477711, 636.792981895)	(0.33523854639, 0.473268887353, 0.622643229166)	(-21.349598694, 146.600915507, 45.8740198563)	(0.45844764754, 0.58927831966)	3.40	3						
1461697852347068.0	(62.8224260743, 2.68192438271, 636.588425938)	(0.335326136952, 0.473254395565, 0.621961466471)	(86.8735484999, 142.537415223, 44.2265404332)	(0.669080475866, 0.604401134265)	3.35	1	(62.8302466658, 2.6819290436, 636.588426861)	(0.335300296139, 0.473254266785, 0.621961466471)	(-18.6707082683, 149.722562396, 47.1396402955)	(0.463661525363, 0.577660727965)	3.38	3						
1461697852355389.0	(64.9747227094, 2.70532977889, 650.90716267)	(0.331974847355, 0.473442009567, 0.669690551758)	(86.4792099203, 154.144419522, 48.932409612)	(0.66831298155, 0.561204244428)	3.48	1	(64.9611768893, 2.7131742045, 650.906831284)	(0.332018694092, 0.473397446524, 0.669689534505)	(-16.0675859961, 159.855627987, 51.2479252435)	(0.468727936948, 0.539949281774)	3.52	3						
1461697852363758.0	(62.7861393407, 2.68684753185, 636.282637397)	(0.335366885816, 0.473218558826, 0.620942179362)	(73.0965661599, 127.666759174, 38.1974772774)	(0.642266574854, 0.659744104301)	3.25	1	(62.7939635998, 2.68685220566, 636.282638322)	(0.335341023611, 0.473218429885, 0.620942179362)	(-31.7964144537, 136.537308009, 41.793895551)	(0.438115191799, 0.626731269038)	3.29	3						
1461697852372111.0	(62.7883784088, 2.68580363876, 636.307848173)	(0.335366019947, 0.473225243524, 0.621026204427)	(82.7053684651, 143.879033481, 44.770477512)	(0.66096801959, 0.599408137397)	3.38	1	(62.7962023666, 2.68580831039, 636.307849098)	(0.335340159501, 0.473225114601, 0.621026204427)	(-22.487861942, 151.076406983, 47.6885343383)	(0.456232265586, 0.572622229316)	3.41	3						
1461697852380396.0	(64.9723200519, 2.7202202577, 650.913021132)	(0.331984003696, 0.47335727768, 0.669710083008)	(86.6244531244, 141.133110843, 43.6571882966)	(0.668595665871, 0.60962742522)	3.46	1	(63.5629715274, 2.67010646825, 636.302406294)	(0.332804496799, 0.473306534373, 0.621008097331)	(-19.1824879671, 141.536050653, 43.8205536215)	(0.46266545744, 0.608127835308)	3.42	3						
1461697852388706.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852397071.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852405427.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852413783.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852422053.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852430364.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852438742.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852447095.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852455452.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852463717.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852472049.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852480410.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852488767.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852497036.0	(62.84106519, 2.71849140013, 635.510347628)	(0.334984797861, 0.473013877933, 0.618367919922)	(21.2856540123, 68.6148708076, 14.2558594186)	(0.541427898039, 0.879512948241)	2.27	1	(62.8574177202, 2.71849472156, 635.510351998)	(0.334930698127, 0.473013646005, 0.618367919922)	(-83.9294832712, 83.1267181426, 20.139449477)	(0.336649507062, 0.825505328833)	2.30	3						
1461697852505371.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4						
1461697852513723.0	(65.1379613361, 2.69569281685, 650.918688201)	(0.33144747061, 0.473495147135, 0.669729003906)	(28.8602771153, 111.995972798, 31.8440144272)	(0.556170255187, 0.71806485747)	2.65	1	(65.1104231241, 2.71975436612, 650.918811556)	(0.331536724913, 0.473358308393, 0.669729410807)	(-70.020047866, 121.064022589, 35.5205062183)	(0.363721199171, 0.684316998179)	2.68	3						
1461697852522081.0	(65.133479595, 2.68577657008, 650.845057188)	(0.331443080213, 0.473549985152, 0.669483439128)	(40.0832025194, 128.866302791, 38.6838125273)	(0.578013239625, 0.655279855633)	2.84	1	(63.721638172, 2.65353607696, 636.041876864)	(0.332211861846, 0.473394635563, 0.620139567057)	(-63.8400359576, 130.575475035, 39.37676833)	(0.375749248817, 0.648918961538)	2.81	3						
1461697852530439.0	(65.1284156494, 2.68323787033, 650.816713138)	(0.331452226579, 0.473563849802, 0.669389038086)	(75.015490122, 140.743866817, 43.4993757017)	(0.646001343172, 0.611076044596)	3.21	1	(63.8194256424, 2.6556710586, 637.107905931)	(0.332168435984, 0.473407195595, 0.623693033854)	(-31.502396113, 140.2394811, 43.2948808004)	(0.438687434579, 0.612953177892)	3.18	3						
1461697852538703.0	(65.1510265864, 2.66058736635, 650.926513134)	(0.331407427755, 0.473695328997, 0.669755045573)	(86.3402452973, 151.488667145, 47.8556784471)	(0.668042517122, 0.571087952569)	3.47	1	(65.138884129, 2.66570878682, 650.926105358)	(0.331446723376, 0.473666273847, 0.669753621419)	(-16.3837424568, 157.790474039, 50.4106425078)	(0.46811260713, 0.547635005436)	3.51	3						
1461697852547037.0	(65.1431024677, 2.66520646217, 650.917569338)	(0.331430810999, 0.473668881476, 0.669725138346)	(90.0976809441, 155.828530805, 49.61520486)	(0.675355548743, 0.554936617772)	3.54	1	(63.8092677099, 2.61971389921, 637.117706304)	(0.3322049537, 0.47361690713, 0.623725789388)	(-15.7923661126, 154.675520479, 49.1477357684)	(0.469263592618, 0.55922768709)	3.51	3						
1461697852555395.0	(65.1381820178, 2.6684393295, 650.901523389)	(0.331442610348, 0.473650130224, 0.66967183431)	(88.5290240235, 150.325304681, 47.3840122513)	(0.672302499072, 0.575417548639)	3.52	1	(65.1174803904, 2.68127477572, 650.901550218)	(0.331509748884, 0.47357720887, 0.66967183431)	(-13.4205254959, 155.670278526, 49.5510440738)	(0.473879864741, 0.555525573033)	3.56	3						
1461697852563751.0	(65.1371561908, 2.66775059467, 650.913525446)	(0.331449058981, 0.473654355436, 0.669711710612)	(90.8178036889, 163.311983241, 52.6492476898)	(0.676757111111, 0.527086031854)	3.56	1	(63.8411476628, 2.6280931491, 637.488700853)	(0.332196866937, 0.473576746145, 0.624962361654)	(-15.216616065, 160.882703554, 51.6643361562)	(0.470384164918, 0.536126894105)	3.52	3						
1461697852572022.0	(65.1308894549, 2.66307447136, 650.916100693)	(0.331470141829, 0.473681159138, 0.669720255534)	(93.429919251, 170.445466171, 55.541401134)	(0.681841026179, 0.500537900367)	3.57	1	(65.1104533733, 2.67594910458, 650.916127514)	(0.331536415881, 0.47360801254, 0.669720458984)	(-8.58145611557, 173.963660713, 56.9677953035)	(0.483298061278, 0.487444507954)	3.60	3						
1461697852580358.0	(65.1220355019, 2.65909699556, 650.938180917)	(0.331504672913, 0.47370447386, 0.669793904622)	(99.217291131, 174.110709393, 57.0274137747)	(0.693104887371, 0.486897248258)	3.59	1	(63.8709926015, 2.62068539685, 637.992121834)	(0.332230367007, 0.473631672549, 0.626640421549)	(-7.35683000275, 170.37412828, 55.5124783582)	(0.485681529773, 0.500803393077)	3.56	3						
1461697852588704.0	(65.1154531735, 2.65522963665, 650.942951042)	(0.331527339644, 0.473726721072, 0.669809773763)	(97.276700235, 172.754996535, 56.4777622721)	(0.689327949076, 0.491942699907)	3.57	1	(63.8430611411, 2.61474114822, 637.776064902)	(0.332265996107, 0.473661368264, 0.625920206706)	(-9.0838879447, 169.330059887, 55.0891779833)	(0.482320186951, 0.504689021633)	3.53	3						
1461697852597065.0	(65.1153962698, 2.65342066536, 650.955906308)	(0.331530897377, 0.473737341781, 0.669853108724)	(99.2571714238, 177.193790332, 58.2773982834)	(0.69318250569, 0.475423184474)	3.59	1	(63.8205455486, 2.61227218175, 637.556649365)	(0.332282849387, 0.473670712822, 0.625188802083)	(-7.30537752251, 172.986771691, 56.5717317007)	(0.48578167084, 0.491080120243)	3.56	3						
1461697852605420.0	(65.1124398456, 2.65146329657, 650.946414533)	(0.331538069421, 0.473748315493, 0.669821370443)	(97.099173669, 171.069791116, 55.7945234247)	(0.688982432209, 0.498214398525)	3.63	1	(65.0899056019, 2.66389250252, 650.946441337)	(0.331611164038, 0.473677738673, 0.669821370443)	(-4.94889217984, 174.324652699, 57.114153573)	(0.49036805726, 0.486101032008)	3.67	3						
1461697852613677.0	(65.1111000403, 2.64668028555, 650.956149452)	(0.331544995194, 0.473775832609, 0.669853922526)	(100.891701227, 183.376037374, 60.7838887665)	(0.696363762606, 0.452415193992)	3.53	1	(65.0898615144, 2.65946097691, 650.956176254)	(0.331613874727, 0.473703236267, 0.669853922526)	(-1.42342115593, 185.603571461, 61.6870058616)	(0.497229620171, 0.44412515273)	3.56	3						
1461697852622020.0	(65.1063908496, 2.64119104846, 650.965174733)	(0.331562693561, 0.473807401849, 0.669883829753)	(99.0576170416, 178.946866423, 58.9881541797)	(0.692794116469, 0.468898896827)	3.56	1	(65.0857228717, 2.65529834416, 650.965201531)	(0.331629703768, 0.47372723569, 0.669884033203)	(-3.21906156496, 181.438908149, 59.9985115509)	(0.493734796487, 0.45962445795)	3.60	3						
1461697852630384.0	(65.1034593162, 2.63417209836, 650.970336025)	(0.331573632369, 0.473847578256, 0.669901123047)	(96.2741616872, 174.566582766, 57.2122401433)	(0.687376725744, 0.485200659599)	3.62	1	(63.8426556908, 2.59565090913, 637.935167099)	(0.332309213759, 0.473776224981, 0.626450602213)	(-9.77856866998, 170.883848303, 55.7191359663)	(0.480968141942, 0.498906407506)	3.58	3						
1461697852638735.0	(65.1097126107, 2.6321122291, 650.983390213)	(0.331556713551, 0.473859548161, 0.669944661458)	(96.7033911757, 173.268804736, 56.6860773648)	(0.688212127629, 0.49003049968)	3.57	1	(65.0891972725, 2.64682314822, 650.983417009)	(0.331623219713, 0.47377594087, 0.669944661458)	(-5.49003891382, 176.239084631, 57.8903285436)	(0.489314832787, 0.478976238814)	3.61	3						
1461697852647091.0	(65.1113035272, 2.62739066653, 650.969599201)	(0.331548027547, 0.473886123923, 0.66989868164)	(97.1403530537, 175.240238823, 57.4853629229)	(0.689062578929, 0.482693565973)	3.58	1	(63.8384251653, 2.59025421806, 637.796923705)	(0.332287031168, 0.473804344752, 0.625989786784)	(-9.16570624681, 171.230935085, 55.8598565991)	(0.482160945413, 0.497614681484)	3.54	3						
1461697852655364.0	(65.1087690827, 2.62350912215, 650.966760477)	(0.33155557132, 0.473908220136, 0.669889119466)	(94.6796143279, 170.37418794, 55.5125025462)	(0.684273285963, 0.500803171047)	3.54	1	(63.8495401336, 2.58740275289, 637.93737519)	(0.332287172991, 0.47382414827, 0.626457926432)	(-11.3570132887, 167.143345394, 54.2026105218)	(0.477896042645, 0.512827147772)	3.51	3						
1461697852663681.0	(65.1087383371, 2.61762257149, 650.993864939)	(0.331562749739, 0.473942413863, 0.669979451497)	(96.6000523113, 173.002613187, 56.578154375)	(0.688011000995, 0.491021164172)	3.53	1	(65.0874801214, 2.63349442076, 650.993891732)	(0.331631656134, 0.473852198797, 0.669979654948)	(-5.50987145208, 175.951751124, 57.7738338945)	(0.489276233063, 0.480045585693)	3.57	3						
