Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1461091280940820.0	(-23.3821817846, 32.0779718197, 622.084768079)	(0.620777577496, 0.298288144344, 0.573615926107)	(6.31035772384, 181.75290342, 60.1258157744)	(0.512281739439, 0.458455886044)	2.29	0	(37.7903359082, 35.4407070862, 621.786926645)	(0.415175239756, 0.277738744667, 0.572623087565)	(3.0157220375, 170.467722613, 55.5504246427)	(0.505869447329, 0.500455070289)	2.48	0	1461091282945018	1461091283957555	darktest
1461091280949043.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1461091293957667	1461091294969712	
1461091280957335.0	(-25.8094666027, 33.374313028, 648.024227833)	(0.626718062058, 0.298313215812, 0.660080769857)	(6.37999347614, 195.772693697, 65.8099093833)	(0.512417270292, 0.406279517318)	2.41	0	(37.8762230502, 37.4984074266, 659.236988359)	(0.420890306747, 0.277831969064, 0.697456665039)	(10.2742033243, 188.282420142, 62.7731010429)	(0.519996503161, 0.434155488867)	2.59	0	1461091304970318	1461091305986272	
1461091280965662.0	(-23.3924061844, 32.0639429035, 621.982776072)	(0.620820064513, 0.298341576233, 0.573275960286)	(6.6058625788, 183.780347508, 60.9478096671)	(0.512856875396, 0.450910504249)	2.29	0	(37.7796948829, 35.4292956386, 621.691037122)	(0.415195054465, 0.277775210653, 0.572303466797)	(4.33713118097, 168.241605187, 54.6478819093)	(0.508441282952, 0.508739839276)	2.47	0			
1461091280974013.0	(-23.3889467915, 32.0589041285, 621.929540543)	(0.620812650571, 0.298355758966, 0.573098551432)	(8.5386355528, 181.124017428, 59.870844282)	(0.516618597806, 0.460796362383)	2.30	0	(37.7846529002, 35.4259345757, 621.667610701)	(0.415174502354, 0.277787499117, 0.572225341797)	(7.664710475, 169.680604583, 55.2313005702)	(0.514917692633, 0.503384426563)	2.46	0			
1461091280982370.0	(-23.3849987265, 32.0541783282, 621.905079682)	(0.620801359432, 0.298376676496, 0.573016967773)	(7.16476804287, 183.102854635, 60.6731313134)	(0.513944663376, 0.453431877057)	2.28	0	(37.7888156371, 35.4212794753, 621.620060488)	(0.415152588371, 0.277799543777, 0.572066853841)	(5.78022595945, 169.605641394, 55.2009079772)	(0.51124995321, 0.503663411261)	2.44	0			
1461091280990726.0	(-23.4051480025, 32.0514147706, 621.793425279)	(0.620877770339, 0.298359932864, 0.57264465332)	(7.97844215142, 183.904982548, 60.998340896)	(0.515528303136, 0.450446659665)	2.26	0	(37.7534804671, 35.4143567711, 621.502240962)	(0.415251676206, 0.277802124448, 0.571674194336)	(10.87619893, 170.334798921, 55.4965329157)	(0.521168156734, 0.500949762111)	2.42	0			
1461091280998999.0	(-23.4098765243, 32.0462896883, 621.740213412)	(0.620897876437, 0.298374697702, 0.572467447917)	(8.37953173566, 185.056972956, 61.4653964787)	(0.516308936815, 0.446159386096)	2.24	0	(37.7486290026, 35.4082893211, 621.462712541)	(0.415261430996, 0.277825307739, 0.571542358398)	(12.486734334, 169.881381511, 55.3127022769)	(0.524302713768, 0.502637210603)	2.44	0			
1461091281007329.0	(-23.4100880112, 32.0476883107, 621.745787923)	(0.620898130975, 0.29836800101, 0.572485961914)	(11.0428894915, 185.081492111, 61.4753373673)	(0.521492583674, 0.446068135054)	2.25	0	(37.7483919209, 35.4054005802, 621.424282613)	(0.415255816328, 0.277829852777, 0.57141418457)	(10.7569337029, 173.179115435, 56.6497143117)	(0.520936032898, 0.49036428941)	2.42	0			
1461091281015689.0	(-23.4058512286, 32.0438081916, 621.680667395)	(0.620889009439, 0.298371698798, 0.572268880208)	(5.49497502356, 183.894975602, 60.9942837443)	(0.510694774277, 0.450483901741)	2.26	0	(37.7550349138, 35.403807607, 621.419033365)	(0.415232622606, 0.277837590683, 0.571396687825)	(10.1640305831, 173.284989922, 56.6926393827)	(0.519782075872, 0.489970264524)	2.40	0			
