Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1460556980791240.0	(-15.7380962021, 33.7046106045, 647.248452717)	(0.593928533606, 0.296127292019, 0.657494913737)	(-17.9842093924, 156.297422643, 49.8053093513)	(0.464997646181, 0.553191579297)	3.32	0	(44.3511237841, 34.8614420077, 644.727787638)	(0.397470362879, 0.288357140941, 0.649092610677)	(-13.8536361411, 156.380011778, 49.838793759)	(0.473036909028, 0.552884213705)	3.31	0	1460556982797087	1460556983812667	darktest
1460556980799429.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460556993813357	1460556994828041	
1460556980807754.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1460557004827987	1460557005840071	
1460556980816116.0	(-15.3992228448, 34.3104680284, 659.502284452)	(0.592296824332, 0.296205531256, 0.698340861002)	(-21.8589718172, 161.93244789, 52.0899377489)	(0.457456263493, 0.532220141831)	3.42	0	(46.2599074515, 35.6962241726, 660.834267122)	(0.394239548715, 0.288416963855, 0.702780965169)	(-13.3491843983, 165.556411515, 53.5592142557)	(0.474018714678, 0.518733116801)	3.40	0			
1460556980824465.0	(-15.7573294549, 33.6594826464, 647.22502695)	(0.59399301726, 0.296380118802, 0.657416788737)	(-16.3268003574, 153.370767572, 48.6187451408)	(0.468223432547, 0.564083485031)	3.38	0	(44.3337909549, 34.8343950319, 644.762145763)	(0.397533709998, 0.288523421211, 0.64920715332)	(-14.420826405, 157.460110579, 50.2767020712)	(0.471932996487, 0.548864493564)	3.28	0			
1460556980832740.0	(-15.7619095576, 33.6450682182, 647.243740936)	(0.594007359424, 0.296468479039, 0.657479044596)	(-13.3784173022, 158.251846917, 50.5976985604)	(0.473961819186, 0.545917949693)	3.32	0	(44.3267144321, 34.8211053609, 644.745160805)	(0.397553898061, 0.288594859898, 0.649150594075)	(-13.9887598463, 155.211507931, 49.365043074)	(0.472773920112, 0.557232944061)	3.34	0			
1460556980841068.0	(-15.7697562014, 33.6280513317, 647.273628676)	(0.594031902464, 0.296575064179, 0.657578735352)	(-16.3462894504, 156.214972682, 49.7718813693)	(0.468185501264, 0.553498426939)	3.35	0	(44.3186842347, 34.8096096758, 644.750646297)	(0.397581314609, 0.28866277407, 0.649168904622)	(-15.128721587, 155.450679219, 49.462011143)	(0.470555232411, 0.556342838782)	3.37	0			
1460556980849421.0	(-15.7780321011, 33.6114427439, 647.26001442)	(0.594059760665, 0.296666671853, 0.657533365885)	(-13.2951605777, 159.437483439, 51.0783954071)	(0.4741238603, 0.541505457985)	3.32	0	(44.309820599, 34.7956641968, 644.767405093)	(0.397613558858, 0.288748210133, 0.649224650065)	(-15.0963289385, 155.127426482, 49.3309536322)	(0.470618277659, 0.557545863483)	3.34	0			
1460556980857779.0	(-15.7874919404, 33.5996660324, 647.256115858)	(0.594090974083, 0.296733322547, 0.657520345052)	(-14.1874344716, 157.831363022, 50.4272202741)	(0.472387243146, 0.547482832072)	3.31	0	(44.298724285, 34.7777417516, 644.834200918)	(0.397662345774, 0.288871680219, 0.649447428385)	(-13.4092461872, 160.114730348, 51.3529740382)	(0.473901817463, 0.538985000567)	3.32	0			
1460556980866138.0	(-15.793232528, 33.5838111767, 647.253633805)	(0.594110059904, 0.296823813555, 0.657512207031)	(-18.0894232953, 157.889233376, 50.4506828581)	(0.464792870192, 0.547267460454)	3.31	0	(44.2919341948, 34.7582982594, 644.836814309)	(0.397685273615, 0.288984475662, 0.649455973307)	(-12.3822805015, 161.810016431, 52.0402999256)	(0.475900582908, 0.532675785518)	3.33	0			
1460556980874409.0	(-15.8003008234, 33.5688639805, 647.294023648)	(0.594131562405, 0.296921518498, 0.657646687825)	(-17.6478149623, 157.661969491, 50.35854245)	(0.465652364807, 0.548113250872)	3.34	0	(44.283526194, 34.7448760735, 644.844086761)	(0.397714274045, 0.289064012853, 0.64948038737)	(-13.0943871989, 163.59418467, 52.7636616226)	(0.474514622034, 0.526035784628)	3.29	0			
1460556980882734.0	(-15.8100733853, 33.5543291801, 647.313296019)	(0.594162811613, 0.297010740848, 0.65771097819)	(-17.6316130323, 159.374390943, 51.0528155913)	(0.465683898341, 0.541740264445)	3.31	0	(44.272104166, 34.7305683494, 644.852007355)	(0.397753261429, 0.289148861114, 0.649506632487)	(-10.7692187743, 173.25673994, 56.6811858915)	(0.479040056881, 0.490075400298)	3.23	0			
1460556980891098.0	(-15.8224313671, 33.5430766951, 647.326363992)	(0.594202713915, 0.297079304693, 0.657754516601)	(-17.3840643517, 151.108116706, 47.7013905244)	(0.466165698031, 0.572504217694)	3.36	0	(44.2613805826, 34.7217587474, 644.866504874)	(0.39779110307, 0.289204027499, 0.649555053711)	(-12.4181712942, 161.849721037, 52.0563975057)	(0.475830729283, 0.532528019959)	3.29	0			
1460556980899447.0	(-15.8276506884, 33.538458411, 647.336346613)	(0.594219365749, 0.297108782285, 0.657787882487)	(-18.1369754149, 156.503769747, 49.8889693944)	(0.464700320329, 0.552423633244)	3.33	0	(44.2539567766, 34.7151361017, 644.8714569)	(0.397816373071, 0.289243700112, 0.649571533203)	(-13.1904416104, 167.688141954, 54.4234893356)	(0.474327673004, 0.510799620565)	3.23	0			
1460556980907729.0	(-15.8352380336, 33.535805504, 647.363289077)	(0.594242954827, 0.297131882218, 0.657877604167)	(-16.2388219179, 154.551998383, 49.097655764)	(0.468394663453, 0.559687389719)	3.34	0	(44.2449808403, 34.7128232726, 644.861741563)	(0.397843974589, 0.289254141097, 0.64953918457)	(-13.4891464779, 160.982870735, 51.704947294)	(0.473746308918, 0.535754109656)	3.29	0			
1460556980916054.0	(-15.841508293, 33.5379094292, 647.388958393)	(0.594262228086, 0.297127254395, 0.657963256836)	(-16.9543065313, 157.94817382, 50.4745792929)	(0.467002128199, 0.547048106362)	3.31	0	(44.2390483677, 34.7123400837, 644.879077941)	(0.397866563149, 0.289262187205, 0.649596964518)	(-8.91851653754, 165.568951969, 53.5642985765)	(0.482642046443, 0.518686445966)	3.26	0			
1460556980924403.0	(-15.8502740688, 33.5370195776, 647.398910623)	(0.594290384613, 0.29713530568, 0.657996419271)	(-15.8759701242, 163.780541596, 52.8392169761)	(0.469100875585, 0.525342234476)	3.28	0	(44.2284326417, 34.7123527526, 644.868467963)	(0.397899335063, 0.289258977517, 0.649561564127)	(-13.7262568017, 162.366587762, 52.2659526268)	(0.47328482522, 0.530604437059)	3.26	0			
1460556980932763.0	(-15.8604208545, 33.5388661636, 647.445447672)	(0.594321371649, 0.297138220899, 0.658151448568)	(-17.2420923507, 159.939349922, 51.2818689263)	(0.466442015666, 0.539637700327)	3.30	0	(44.2210855514, 34.7138383616, 644.915464208)	(0.397931963196, 0.289264640032, 0.649718221028)	(-11.597226863, 170.864352704, 55.711231796)	(0.477428519145, 0.498978962768)	3.19	0			
1460556980941127.0	(-15.8639389346, 33.5412305398, 647.46202022)	(0.594332067654, 0.297129446364, 0.658206787109)	(-16.3807076134, 158.304862336, 50.6191927909)	(0.468118513792, 0.545720646311)	3.27	0	(44.2168467683, 34.71961459, 644.924957064)	(0.397947494419, 0.289234269765, 0.649749755859)	(-13.8767317959, 168.088263757, 54.5857121464)	(0.472991958357, 0.509310518208)	3.18	0			
1460556980949403.0	(-15.8673408736, 33.5405332481, 647.457251664)	(0.594343383852, 0.297132096179, 0.658190917969)	(-16.4845057532, 157.871994422, 50.4436936075)	(0.467916493279, 0.547331617335)	3.26	0	(44.2134169646, 34.7261893852, 644.960097924)	(0.397965071771, 0.289207034161, 0.649866943359)	(-12.5769984707, 171.153387557, 55.828416228)	(0.475521606713, 0.49790328412)	3.18	0			
1460556980957738.0	(-15.872752732, 33.546134046, 647.491663157)	(0.594359407783, 0.29710989151, 0.658305460612)	(-15.1689469615, 153.465300276, 48.6570718724)	(0.470476942465, 0.563731669979)	3.26	0	(44.2069693707, 34.7352727744, 644.999933495)	(0.397993345288, 0.289166793282, 0.649999796549)	(-12.0268744566, 164.062626088, 52.9535834986)	(0.47659230351, 0.524292422447)	3.22	0			
1460556980966071.0	(-15.8777392008, 33.5512985094, 647.509857928)	(0.594374773187, 0.29708550085, 0.658366292318)	(-17.0992436746, 159.216716344, 50.9888890159)	(0.466720039559, 0.542327069801)	3.23	0	(44.2019461658, 34.7457862745, 645.030449948)	(0.398015233347, 0.289115504065, 0.65010152181)	(-14.0329506187, 166.638103572, 53.9977685269)	(0.472687912381, 0.514707467167)	3.19	0			
