Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1459956023342164.0	(-56.526059723, 62.4041428122, 693.051349524)	(0.717843542064, 0.154214685925, 0.810171101888)	(-95.3202908234, 185.283874611, 61.5573900263)	(0.314479776521, 0.445314943764)	3.20	0	(8.99433092706, 58.9680794929, 694.250920757)	(0.515115438695, 0.173166344072, 0.814169718424)	(-39.2594761001, 177.327924707, 58.3317808618)	(0.423589964772, 0.474923986949)	3.31	0	1459956025348484	1459956026361387	darktest
1459956023350433.0	(-57.3477836786, 62.9573807183, 699.434085973)	(0.719231791515, 0.154249453429, 0.831446940104)	(-113.068698939, 205.14670728, 69.6104491666)	(0.279936358625, 0.371392976257)	3.51	0	(8.67478204324, 59.6891330448, 702.988859341)	(0.51647137067, 0.173176218552, 0.843296101888)	(-43.1063791426, 180.87339978, 59.7692354745)	(0.416102804316, 0.461729066692)	3.33	0	1459956036362191	1459956037372970	
1459956023358778.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(8.64779890999, 59.7428084014, 703.599522876)	(0.516579357089, 0.17315951319, 0.845331827799)	(-42.3530646319, 180.229859293, 59.5083225581)	(0.41756896724, 0.46412408153)	3.35	0	1459956047373046	1459956048387551	
1459956023367117.0	(-56.7958950435, 63.2302817889, 702.077099933)	(0.717065609808, 0.154029838433, 0.840256958008)	(-101.151963281, 216.273725045, 74.1217156918)	(0.303129693887, 0.329982415166)	3.31	0	(8.98411192413, 58.9871735219, 694.305015468)	(0.515149189151, 0.173087909228, 0.814349975586)	(-38.0694634788, 182.462073714, 60.4133372179)	(0.425906065631, 0.455816621829)	3.26	0			
1459956023375478.0	(-56.7931990421, 63.2343416666, 702.022290345)	(0.717066890612, 0.153982647353, 0.84007425944)	(-101.328658902, 209.435138846, 71.3491232818)	(0.302785794273, 0.355433052305)	3.28	0	(8.98680911746, 58.9950967877, 694.331828784)	(0.515141940215, 0.17305729387, 0.814439493815)	(-38.1576308087, 179.159704306, 59.0744458022)	(0.425734467091, 0.468106794545)	3.17	0			
1459956023383833.0	(-56.777093818, 63.2088285913, 701.632520962)	(0.717086341988, 0.153936396795, 0.838775024414)	(-95.9459913579, 193.993271649, 65.0884719518)	(0.313261986458, 0.412901854674)	3.32	0	(8.98961349887, 58.9985663205, 694.322050817)	(0.515132785556, 0.173034329856, 0.814406738281)	(-42.2571193406, 168.100410926, 54.5906370164)	(0.417755703891, 0.50926531103)	3.12	0			
1459956023392102.0	(-56.5227792326, 62.4341388935, 693.117109409)	(0.717821162606, 0.154084134218, 0.810390421549)	(-101.906201049, 202.121370928, 68.383876252)	(0.301661734042, 0.382652136479)	3.29	0	(8.99722678988, 59.0063931456, 694.355243428)	(0.515110626042, 0.173007060568, 0.814517415364)	(-42.8248063423, 170.548409216, 55.5831377002)	(0.416650824558, 0.500154785201)	3.08	0			
1459956023400434.0	(-56.5192735813, 62.435854789, 693.116516562)	(0.717810386886, 0.154074606281, 0.810388387044)	(-98.3386982169, 193.066591144, 64.7127645672)	(0.308605102731, 0.416350609811)	3.26	0	(9.00618557733, 59.0159806154, 694.343814484)	(0.515082287151, 0.172950525721, 0.814479370117)	(-41.3698973246, 169.86607106, 55.306494906)	(0.419482488664, 0.502694190325)	3.07	0			
1459956023408793.0	(-56.5159807712, 62.4412071666, 693.132398256)	(0.717797275398, 0.15405327196, 0.81044128418)	(-97.7359864245, 196.976779095, 66.298086024)	(0.309778150205, 0.401798365853)	3.28	0	(9.00880037506, 59.0145714937, 694.318862582)	(0.515073105687, 0.172946999643, 0.814396158854)	(-44.7745599478, 171.522770035, 55.9781762845)	(0.41285605304, 0.49652858193)	3.11	0			
1459956023417146.0	(-56.5085529292, 62.4451302947, 693.142234394)	(0.717772465482, 0.15403677821, 0.810474039713)	(-96.5443160151, 202.311974166, 68.4611532032)	(0.312097477588, 0.381942783154)	3.32	0	(9.01904522524, 59.0158082325, 694.340438777)	(0.515042382997, 0.172949932271, 0.814468180339)	(-43.5896972214, 166.786901706, 54.0580962853)	(0.415162130749, 0.514153696666)	3.09	0			
