Timestamp	LeftEyePosition3D	LeftEyePosition3DRelative	LeftGazePoint3D	LeftGazePoint2D	LeftPupil	LeftValidity	RightEyePosition3D	RightEyePosition3DRelative	RightGazePoint3D	RightGazePoint2D	RightPupil	RightValidity	ontime	offtime	task
1459533224523893.0	(29.8614087766, 15.2087258081, 733.545907254)	(0.455483993381, 0.412075787488, 0.945152994791)	(44.0361708011, 211.268988951, 72.0926276752)	(0.585706833011, 0.348608154258)	4.95	3	(28.9467955863, 14.7373573111, 710.443339648)	(0.455767349715, 0.412098840577, 0.86814453125)	(3.34001278233, 165.172685127, 53.4036386964)	(0.506500608763, 0.520161201611)	4.80	1	1459533226528954	1459533226745979	lighttest
1459533224532178.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1459533236746156	1459533236962888	
1459533224540511.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1459533246962950	1459533247178148	
1459533224548818.0	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0, -1.0)	(-1.0, -1.0)	-1.00	4	1459533257183502	1459533257401621	
1459533224557174.0	(28.8283334549, 15.0137756456, 726.078865952)	(0.457779345302, 0.412308902911, 0.920262858073)	(39.1098931169, 205.047113929, 69.5700706787)	(0.57611890447, 0.371763625126)	4.87	3	(28.8278857773, 15.013824061, 726.078866086)	(0.457780683128, 0.412308658702, 0.920262858073)	(3.45410080011, 173.164176046, 56.6436573818)	(0.506722656287, 0.490419888179)	4.87	1			
1459533224565457.0	(-31.6460471377, 16.3726606692, 719.634242311)	(0.639125568533, 0.405171084241, 0.898780721029)	(-26.4997487819, 201.547497737, 68.1512087958)	(0.448424000035, 0.384787875934)	4.80	0	(30.7460076152, 15.1213067342, 730.619720883)	(0.452542808046, 0.412210412997, 0.935399169922)	(5.06395887304, 180.585748053, 59.6526118084)	(0.509855895043, 0.462799597867)	4.89	0			
1459533224573796.0	(-31.6531468284, 16.3315578887, 718.127477909)	(0.639281885532, 0.405211542886, 0.893758341471)	(-33.3716023882, 198.631565369, 66.9689919291)	(0.43504943093, 0.395639875812)	4.79	0	(28.9719953336, 14.6942828833, 710.505281114)	(0.455697973674, 0.412331033655, 0.868351033529)	(0.882881648113, 166.385406122, 53.8953164976)	(0.50171833719, 0.515647911716)	4.77	0			
1459533224582131.0	(-31.6479431821, 16.3689409607, 719.996434451)	(0.639099119713, 0.405231959522, 0.89998819987)	(-32.502541128, 213.889143776, 73.1549263972)	(0.436740869739, 0.338856926774)	4.84	0	(28.9696921067, 14.690623501, 710.559842968)	(0.455710918842, 0.412356026672, 0.868532714844)	(2.78673369085, 168.313428215, 54.6770013762)	(0.505423771294, 0.508472541066)	4.75	0			
1459533224590490.0	(-31.6555656286, 16.3725470302, 720.346328702)	(0.639090894741, 0.405253440647, 0.901154378255)	(-31.668115334, 207.886293172, 70.7211692526)	(0.438364898143, 0.36119727141)	4.84	0	(28.9604037439, 14.6865731745, 710.525121036)	(0.455735451676, 0.412373674722, 0.868417154948)	(7.50292988697, 163.180330849, 52.5958713909)	(0.51460282189, 0.527575992373)	4.77	0			
1459533224598848.0	(-31.66861651, 16.3422173858, 719.12972903)	(0.639238925807, 0.405271428809, 0.897098999023)	(-27.2189720588, 202.022757015, 68.3438948611)	(0.447024188286, 0.38301914025)	4.78	0	(28.9547117565, 14.6840263119, 710.580141852)	(0.455758730847, 0.412392913131, 0.868600463867)	(1.79950316282, 167.107970575, 54.1882683827)	(0.503502341695, 0.512958799498)	4.78	0			
